[2025-04-08 00:47:09] RECEBIMENTO LOJA 1 - ID: 2, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Loja: 0
[2025-04-08 00:47:25] RECEBIMENTO LOJA 1 - ID: 62, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 20
[2025-04-08 00:47:26] RECEBIMENTO LOJA 1 - ID: 65, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 21
[2025-04-08 00:47:27] RECEBIMENTO LOJA 1 - ID: 70, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Loja: 22
[2025-04-08 00:47:28] RECEBIMENTO LOJA 1 - ID: 73, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 23
[2025-04-08 00:47:28] RECEBIMENTO LOJA 1 - ID: 76, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 24
[2025-04-08 00:47:29] RECEBIMENTO LOJA 1 - ID: 80, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Loja: 25
[2025-04-08 00:47:30] RECEBIMENTO LOJA 1 - ID: 81, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 26
[2025-04-08 00:47:31] RECEBIMENTO LOJA 1 - ID: 85, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Loja: 27
[2025-04-08 00:47:32] RECEBIMENTO LOJA 1 - ID: 88, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 28
[2025-04-08 00:47:32] RECEBIMENTO LOJA 1 - ID: 91, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira Loja: 29
[2025-04-08 00:47:33] RECEBIMENTO LOJA 1 - ID: 95, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 30
[2025-04-08 00:47:34] RECEBIMENTO LOJA 1 - ID: 99, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 31
[2025-04-08 00:47:35] RECEBIMENTO LOJA 1 - ID: 102, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 32
[2025-04-08 00:47:36] RECEBIMENTO LOJA 1 - ID: 104, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Loja: 33
[2025-04-08 00:47:36] RECEBIMENTO LOJA 1 - ID: 107, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Loja: 34
[2025-04-08 00:47:37] RECEBIMENTO LOJA 1 - ID: 110, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 35
[2025-04-08 00:47:38] RECEBIMENTO LOJA 1 - ID: 113, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 36
[2025-04-08 00:47:38] RECEBIMENTO LOJA 1 - ID: 116, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Loja: 37
[2025-04-08 00:47:39] RECEBIMENTO LOJA 1 - ID: 119, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 38
[2025-04-08 00:47:40] RECEBIMENTO LOJA 1 - ID: 121, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Loja: 39
[2025-04-08 00:47:41] RECEBIMENTO LOJA 1 - ID: 125, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 0
[2025-04-08 00:47:42] RECEBIMENTO LOJA 1 - ID: 128, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Loja: 1
[2025-04-08 00:47:42] RECEBIMENTO LOJA 1 - ID: 130, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 2
[2025-04-08 00:47:43] RECEBIMENTO LOJA 1 - ID: 133, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 3
[2025-04-08 00:47:44] RECEBIMENTO LOJA 1 - ID: 136, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 4
[2025-04-08 00:47:44] RECEBIMENTO LOJA 1 - ID: 138, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 5
[2025-04-08 00:47:45] RECEBIMENTO LOJA 1 - ID: 142, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 6
[2025-04-08 00:47:46] RECEBIMENTO LOJA 1 - ID: 145, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 7
[2025-04-08 00:47:47] RECEBIMENTO LOJA 1 - ID: 148, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Loja: 8
[2025-04-08 00:47:48] RECEBIMENTO LOJA 1 - ID: 151, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 9
[2025-04-08 00:47:49] RECEBIMENTO LOJA 1 - ID: 155, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 10
[2025-04-08 00:47:49] RECEBIMENTO LOJA 1 - ID: 157, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Loja: 11
[2025-04-08 00:47:50] RECEBIMENTO LOJA 1 - ID: 160, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 12
[2025-04-08 00:47:51] RECEBIMENTO LOJA 1 - ID: 162, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 13
[2025-04-08 00:47:51] RECEBIMENTO LOJA 1 - ID: 166, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Loja: 14
[2025-04-08 00:47:52] RECEBIMENTO LOJA 1 - ID: 167, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Loja: 15
[2025-04-08 00:47:53] RECEBIMENTO LOJA 1 - ID: 171, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 16
[2025-04-08 00:47:53] RECEBIMENTO LOJA 1 - ID: 174, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Loja: 17
[2025-04-08 00:47:54] RECEBIMENTO LOJA 1 - ID: 176, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Loja: 18
[2025-04-08 00:47:55] RECEBIMENTO LOJA 1 - ID: 180, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 19
[2025-04-08 00:47:55] RECEBIMENTO LOJA 1 - ID: 182, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Loja: 20
[2025-04-08 00:47:56] RECEBIMENTO LOJA 1 - ID: 187, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Loja: 21
[2025-04-08 00:47:57] RECEBIMENTO LOJA 1 - ID: 189, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Loja: 22
[2025-04-08 00:47:58] RECEBIMENTO LOJA 1 - ID: 192, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Loja: 23
[2025-04-08 00:47:58] RECEBIMENTO LOJA 1 - ID: 194, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Loja: 24
[2025-04-08 00:47:59] RECEBIMENTO LOJA 1 - ID: 197, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 25
[2025-04-08 00:48:00] RECEBIMENTO LOJA 1 - ID: 200, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Loja: 26
[2025-04-08 00:48:01] RECEBIMENTO LOJA 1 - ID: 203, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Loja: 27
[2025-04-08 00:48:02] RECEBIMENTO LOJA 1 - ID: 208, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 28
[2025-04-08 00:48:02] RECEBIMENTO LOJA 1 - ID: 210, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 29
[2025-04-08 00:48:03] RECEBIMENTO LOJA 1 - ID: 213, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 30
[2025-04-08 00:48:04] RECEBIMENTO LOJA 1 - ID: 216, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 31
[2025-04-08 00:48:04] RECEBIMENTO LOJA 1 - ID: 218, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 32
[2025-04-08 00:48:05] RECEBIMENTO LOJA 1 - ID: 221, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 33
[2025-04-08 00:48:06] RECEBIMENTO LOJA 1 - ID: 225, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Loja: 34
[2025-04-08 00:48:07] RECEBIMENTO LOJA 1 - ID: 228, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Loja: 35
[2025-04-08 00:48:08] RECEBIMENTO LOJA 1 - ID: 232, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 36
[2025-04-08 00:48:09] RECEBIMENTO LOJA 1 - ID: 235, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 37
[2025-04-08 00:48:09] RECEBIMENTO LOJA 1 - ID: 238, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 38
[2025-04-08 00:48:10] RECEBIMENTO LOJA 1 - ID: 240, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 39
[2025-04-08 00:48:11] RECEBIMENTO LOJA 1 - ID: 244, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 0
[2025-04-08 00:48:12] RECEBIMENTO LOJA 1 - ID: 246, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Loja: 1
[2025-04-08 00:48:13] RECEBIMENTO LOJA 1 - ID: 250, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira Loja: 2
[2025-04-08 00:48:14] RECEBIMENTO LOJA 1 - ID: 254, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Loja: 3
[2025-04-08 00:48:14] RECEBIMENTO LOJA 1 - ID: 257, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 4
[2025-04-08 00:48:15] RECEBIMENTO LOJA 1 - ID: 260, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Loja: 5
[2025-04-08 00:48:16] RECEBIMENTO LOJA 1 - ID: 263, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Loja: 6
[2025-04-08 00:48:17] RECEBIMENTO LOJA 1 - ID: 266, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Loja: 7
[2025-04-08 00:48:18] RECEBIMENTO LOJA 1 - ID: 269, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 8
[2025-04-08 00:48:18] RECEBIMENTO LOJA 1 - ID: 272, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 9
[2025-04-08 00:48:19] RECEBIMENTO LOJA 1 - ID: 275, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Loja: 10
[2025-04-08 00:48:20] RECEBIMENTO LOJA 1 - ID: 278, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Loja: 11
[2025-04-08 00:48:20] RECEBIMENTO LOJA 1 - ID: 282, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 12
[2025-04-08 00:48:21] RECEBIMENTO LOJA 1 - ID: 285, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Loja: 13
[2025-04-08 00:48:22] RECEBIMENTO LOJA 1 - ID: 288, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Loja: 14
[2025-04-08 00:48:23] RECEBIMENTO LOJA 1 - ID: 290, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 15
[2025-04-08 00:48:23] RECEBIMENTO LOJA 1 - ID: 294, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Loja: 16
[2025-04-08 00:48:24] RECEBIMENTO LOJA 1 - ID: 296, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Loja: 17
[2025-04-08 00:48:25] RECEBIMENTO LOJA 1 - ID: 299, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Loja: 18
[2025-04-08 00:48:26] RECEBIMENTO LOJA 1 - ID: 302, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Loja: 19
[2025-04-08 00:48:26] RECEBIMENTO LOJA 1 - ID: 304, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 20
[2025-04-08 00:48:27] RECEBIMENTO LOJA 1 - ID: 307, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Loja: 21
[2025-04-08 00:48:28] RECEBIMENTO LOJA 1 - ID: 312, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Loja: 22
[2025-04-08 00:48:29] RECEBIMENTO LOJA 1 - ID: 315, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Loja: 23
[2025-04-08 00:48:30] RECEBIMENTO LOJA 1 - ID: 317, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 24
[2025-04-08 00:48:31] RECEBIMENTO LOJA 1 - ID: 322, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 25
[2025-04-08 00:48:31] RECEBIMENTO LOJA 1 - ID: 324, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 26
[2025-04-08 00:48:32] RECEBIMENTO LOJA 1 - ID: 326, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 27
[2025-04-08 00:48:33] RECEBIMENTO LOJA 1 - ID: 329, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 28
[2025-04-08 00:48:33] RECEBIMENTO LOJA 1 - ID: 332, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Loja: 29
[2025-04-08 00:48:34] RECEBIMENTO LOJA 1 - ID: 336, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 30
[2025-04-08 00:48:35] RECEBIMENTO LOJA 1 - ID: 339, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 31
[2025-04-08 00:48:35] RECEBIMENTO LOJA 1 - ID: 342, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 32
[2025-04-08 00:48:36] RECEBIMENTO LOJA 1 - ID: 344, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Loja: 33
[2025-04-08 00:48:37] RECEBIMENTO LOJA 1 - ID: 346, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Loja: 34
[2025-04-08 00:48:38] RECEBIMENTO LOJA 1 - ID: 349, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 35
[2025-04-08 00:48:38] RECEBIMENTO LOJA 1 - ID: 352, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 36
[2025-04-08 00:48:39] RECEBIMENTO LOJA 1 - ID: 355, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 37
[2025-04-08 00:48:40] RECEBIMENTO LOJA 1 - ID: 358, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 38
[2025-04-08 00:48:41] RECEBIMENTO LOJA 1 - ID: 361, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Loja: 39
[2025-04-08 00:48:41] RECEBIMENTO LOJA 1 - ID: 363, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 0
[2025-04-08 00:48:42] RECEBIMENTO LOJA 1 - ID: 367, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Loja: 1
[2025-04-08 00:48:43] RECEBIMENTO LOJA 1 - ID: 369, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Loja: 2
[2025-04-08 00:48:44] RECEBIMENTO LOJA 1 - ID: 371, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 3
[2025-04-08 00:48:45] RECEBIMENTO LOJA 1 - ID: 376, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 4
[2025-04-08 00:48:45] RECEBIMENTO LOJA 1 - ID: 378, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 5
[2025-04-08 00:48:46] RECEBIMENTO LOJA 1 - ID: 382, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 6
[2025-04-08 00:48:47] RECEBIMENTO LOJA 1 - ID: 385, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 7
[2025-04-08 00:48:48] RECEBIMENTO LOJA 1 - ID: 389, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 8
[2025-04-08 00:48:49] RECEBIMENTO LOJA 1 - ID: 392, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Loja: 9
[2025-04-08 00:48:50] RECEBIMENTO LOJA 1 - ID: 396, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Loja: 10
[2025-04-08 00:48:50] RECEBIMENTO LOJA 1 - ID: 398, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Loja: 11
[2025-04-08 00:48:51] RECEBIMENTO LOJA 1 - ID: 401, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 12
[2025-04-08 00:48:52] RECEBIMENTO LOJA 1 - ID: 404, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Loja: 13
[2025-04-08 00:48:53] RECEBIMENTO LOJA 1 - ID: 407, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Loja: 14
[2025-04-08 00:48:53] RECEBIMENTO LOJA 1 - ID: 410, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 15
[2025-04-08 00:48:54] RECEBIMENTO LOJA 1 - ID: 411, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 16
[2025-04-08 00:48:55] RECEBIMENTO LOJA 1 - ID: 414, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Loja: 17
[2025-04-08 00:48:55] RECEBIMENTO LOJA 1 - ID: 417, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 18
[2025-04-08 00:48:56] RECEBIMENTO LOJA 1 - ID: 421, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Loja: 19
[2025-04-08 00:48:57] RECEBIMENTO LOJA 1 - ID: 423, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 20
[2025-04-08 00:48:57] RECEBIMENTO LOJA 1 - ID: 427, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 21
[2025-04-08 00:48:58] RECEBIMENTO LOJA 1 - ID: 430, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Loja: 22
[2025-04-08 00:48:59] RECEBIMENTO LOJA 1 - ID: 433, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 23
[2025-04-08 00:49:00] RECEBIMENTO LOJA 1 - ID: 437, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 24
[2025-04-08 00:49:00] RECEBIMENTO LOJA 1 - ID: 439, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 25
[2025-04-08 00:49:01] RECEBIMENTO LOJA 1 - ID: 443, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Loja: 26
[2025-04-08 00:49:02] RECEBIMENTO LOJA 1 - ID: 446, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 27
[2025-04-08 00:49:02] RECEBIMENTO LOJA 1 - ID: 447, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 28
[2025-04-08 00:49:03] RECEBIMENTO LOJA 1 - ID: 451, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 29
[2025-04-08 00:49:04] RECEBIMENTO LOJA 1 - ID: 456, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Loja: 30
[2025-04-08 00:49:05] RECEBIMENTO LOJA 1 - ID: 458, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 31
[2025-04-08 00:49:06] RECEBIMENTO LOJA 1 - ID: 461, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 32
[2025-04-08 00:49:06] RECEBIMENTO LOJA 1 - ID: 464, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Loja: 33
[2025-04-08 00:49:07] RECEBIMENTO LOJA 1 - ID: 465, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Loja: 34
[2025-04-08 00:49:08] RECEBIMENTO LOJA 1 - ID: 468, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Loja: 35
[2025-04-08 00:49:08] RECEBIMENTO LOJA 1 - ID: 472, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 36
[2025-04-08 00:49:09] RECEBIMENTO LOJA 1 - ID: 475, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 37
[2025-04-08 00:49:10] RECEBIMENTO LOJA 1 - ID: 478, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 38
[2025-04-08 00:49:11] RECEBIMENTO LOJA 1 - ID: 482, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 39
[2025-04-08 00:49:12] RECEBIMENTO LOJA 1 - ID: 485, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 0
[2025-04-08 00:49:12] RECEBIMENTO LOJA 1 - ID: 490, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 1
