[2025-04-08 00:47:09] PRODUÇÃO - ID: 3, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira: 0
[2025-04-08 00:47:19] PRODUÇÃO - ID: 41, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira: 1
[2025-04-08 00:47:19] PRODUÇÃO - ID: 43, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira: 2
[2025-04-08 00:47:19] PRODUÇÃO - ID: 44, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira: 3
[2025-04-08 00:47:19] PRODUÇÃO - ID: 47, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira: 4
[2025-04-08 00:47:19] PRODUÇÃO - ID: 46, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira: 5
[2025-04-08 00:47:19] PRODUÇÃO - ID: 45, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira: 6
[2025-04-08 00:47:19] PRODUÇÃO - ID: 48, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira: 7
[2025-04-08 00:47:21] PRODUÇÃO - ID: 49, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira: 8
[2025-04-08 00:47:21] PRODUÇÃO - ID: 50, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira: 9
[2025-04-08 00:47:21] PRODUÇÃO - ID: 52, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira: 10
[2025-04-08 00:47:21] PRODUÇÃO - ID: 51, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira: 11
[2025-04-08 00:47:21] PRODUÇÃO - ID: 53, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira: 12
[2025-04-08 00:47:21] PRODUÇÃO - ID: 54, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira: 13
[2025-04-08 00:47:21] PRODUÇÃO - ID: 55, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira: 14
[2025-04-08 00:47:21] PRODUÇÃO - ID: 56, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira: 15
[2025-04-08 00:47:23] PRODUÇÃO - ID: 57, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira: 16
[2025-04-08 00:47:23] PRODUÇÃO - ID: 58, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira: 17
[2025-04-08 00:47:23] PRODUÇÃO - ID: 60, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira: 18
[2025-04-08 00:47:23] PRODUÇÃO - ID: 59, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira: 19
[2025-04-08 00:47:23] PRODUÇÃO - ID: 61, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira: 20
[2025-04-08 00:47:23] PRODUÇÃO - ID: 62, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira: 21
[2025-04-08 00:47:23] PRODUÇÃO - ID: 63, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira: 22
[2025-04-08 00:47:23] PRODUÇÃO - ID: 64, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira: 23
[2025-04-08 00:47:25] PRODUÇÃO - ID: 65, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira: 24
[2025-04-08 00:47:25] PRODUÇÃO - ID: 66, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira: 25
[2025-04-08 00:47:25] PRODUÇÃO - ID: 67, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira: 26
[2025-04-08 00:47:25] PRODUÇÃO - ID: 68, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira: 27
[2025-04-08 00:47:25] PRODUÇÃO - ID: 70, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira: 28
[2025-04-08 00:47:25] PRODUÇÃO - ID: 69, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira: 29
[2025-04-08 00:47:25] PRODUÇÃO - ID: 72, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira: 30
[2025-04-08 00:47:25] PRODUÇÃO - ID: 71, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira: 31
[2025-04-08 00:47:27] PRODUÇÃO - ID: 73, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira: 32
[2025-04-08 00:47:27] PRODUÇÃO - ID: 74, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira: 33
[2025-04-08 00:47:27] PRODUÇÃO - ID: 75, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira: 34
[2025-04-08 00:47:27] PRODUÇÃO - ID: 76, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira: 35
[2025-04-08 00:47:27] PRODUÇÃO - ID: 77, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira: 36
[2025-04-08 00:47:27] PRODUÇÃO - ID: 78, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira: 37
[2025-04-08 00:47:27] PRODUÇÃO - ID: 80, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira: 38
[2025-04-08 00:47:27] PRODUÇÃO - ID: 79, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira: 39
[2025-04-08 00:47:29] PRODUÇÃO - ID: 82, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira: 0
[2025-04-08 00:47:29] PRODUÇÃO - ID: 81, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira: 1
[2025-04-08 00:47:29] PRODUÇÃO - ID: 83, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira: 2
[2025-04-08 00:47:29] PRODUÇÃO - ID: 84, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira: 3
[2025-04-08 00:47:29] PRODUÇÃO - ID: 85, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira: 4
[2025-04-08 00:47:29] PRODUÇÃO - ID: 86, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira: 5
[2025-04-08 00:47:29] PRODUÇÃO - ID: 87, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira: 6
[2025-04-08 00:47:29] PRODUÇÃO - ID: 88, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira: 7
[2025-04-08 00:47:31] PRODUÇÃO - ID: 90, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira: 8
[2025-04-08 00:47:31] PRODUÇÃO - ID: 89, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira: 9
[2025-04-08 00:47:31] PRODUÇÃO - ID: 91, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira: 10
[2025-04-08 00:47:31] PRODUÇÃO - ID: 92, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira: 11
[2025-04-08 00:47:31] PRODUÇÃO - ID: 94, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira: 12
[2025-04-08 00:47:31] PRODUÇÃO - ID: 93, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira: 13
[2025-04-08 00:47:31] PRODUÇÃO - ID: 95, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira: 14
[2025-04-08 00:47:31] PRODUÇÃO - ID: 96, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira: 15
[2025-04-08 00:47:33] PRODUÇÃO - ID: 97, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira: 16
[2025-04-08 00:47:33] PRODUÇÃO - ID: 98, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira: 17
[2025-04-08 00:47:33] PRODUÇÃO - ID: 99, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira: 18
[2025-04-08 00:47:33] PRODUÇÃO - ID: 100, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira: 19
[2025-04-08 00:47:33] PRODUÇÃO - ID: 101, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira: 20
[2025-04-08 00:47:33] PRODUÇÃO - ID: 102, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira: 21
[2025-04-08 00:47:33] PRODUÇÃO - ID: 103, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira: 22
[2025-04-08 00:47:33] PRODUÇÃO - ID: 104, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira: 23
[2025-04-08 00:47:35] PRODUÇÃO - ID: 105, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira: 24
[2025-04-08 00:47:35] PRODUÇÃO - ID: 106, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira: 25
[2025-04-08 00:47:35] PRODUÇÃO - ID: 107, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira: 26
[2025-04-08 00:47:35] PRODUÇÃO - ID: 108, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira: 27
[2025-04-08 00:47:35] PRODUÇÃO - ID: 109, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira: 28
[2025-04-08 00:47:35] PRODUÇÃO - ID: 110, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira: 29
[2025-04-08 00:47:35] PRODUÇÃO - ID: 111, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira: 30
[2025-04-08 00:47:35] PRODUÇÃO - ID: 112, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira: 31
[2025-04-08 00:47:37] PRODUÇÃO - ID: 113, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira: 32
[2025-04-08 00:47:37] PRODUÇÃO - ID: 114, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira: 33
[2025-04-08 00:47:37] PRODUÇÃO - ID: 115, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira: 34
[2025-04-08 00:47:37] PRODUÇÃO - ID: 116, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira: 35
[2025-04-08 00:47:37] PRODUÇÃO - ID: 117, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira: 36
[2025-04-08 00:47:37] PRODUÇÃO - ID: 118, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira: 37
[2025-04-08 00:47:37] PRODUÇÃO - ID: 119, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira: 38
[2025-04-08 00:47:37] PRODUÇÃO - ID: 120, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira: 39
[2025-04-08 00:47:39] PRODUÇÃO - ID: 121, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira: 0
[2025-04-08 00:47:39] PRODUÇÃO - ID: 123, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira: 1
[2025-04-08 00:47:39] PRODUÇÃO - ID: 122, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira: 2
[2025-04-08 00:47:39] PRODUÇÃO - ID: 124, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira: 3
[2025-04-08 00:47:39] PRODUÇÃO - ID: 125, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira: 4
[2025-04-08 00:47:39] PRODUÇÃO - ID: 126, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira: 5
[2025-04-08 00:47:39] PRODUÇÃO - ID: 127, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira: 6
[2025-04-08 00:47:39] PRODUÇÃO - ID: 128, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira: 7
[2025-04-08 00:47:41] PRODUÇÃO - ID: 129, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira: 8
[2025-04-08 00:47:41] PRODUÇÃO - ID: 130, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira: 9
[2025-04-08 00:47:41] PRODUÇÃO - ID: 131, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira: 10
[2025-04-08 00:47:41] PRODUÇÃO - ID: 132, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira: 11
[2025-04-08 00:47:41] PRODUÇÃO - ID: 133, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira: 12
[2025-04-08 00:47:41] PRODUÇÃO - ID: 134, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira: 13
[2025-04-08 00:47:41] PRODUÇÃO - ID: 136, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira: 14
[2025-04-08 00:47:41] PRODUÇÃO - ID: 135, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira: 15
[2025-04-08 00:47:43] PRODUÇÃO - ID: 137, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira: 16
[2025-04-08 00:47:43] PRODUÇÃO - ID: 138, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira: 17
[2025-04-08 00:47:43] PRODUÇÃO - ID: 139, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira: 18
[2025-04-08 00:47:43] PRODUÇÃO - ID: 140, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira: 19
[2025-04-08 00:47:43] PRODUÇÃO - ID: 141, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira: 20
[2025-04-08 00:47:43] PRODUÇÃO - ID: 142, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira: 21
[2025-04-08 00:47:43] PRODUÇÃO - ID: 143, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira: 22
[2025-04-08 00:47:43] PRODUÇÃO - ID: 144, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira: 23
[2025-04-08 00:47:45] PRODUÇÃO - ID: 145, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira: 24
[2025-04-08 00:47:45] PRODUÇÃO - ID: 146, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira: 25
[2025-04-08 00:47:45] PRODUÇÃO - ID: 147, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira: 26
[2025-04-08 00:47:45] PRODUÇÃO - ID: 148, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira: 27
[2025-04-08 00:47:45] PRODUÇÃO - ID: 149, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira: 28
[2025-04-08 00:47:45] PRODUÇÃO - ID: 150, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira: 29
[2025-04-08 00:47:45] PRODUÇÃO - ID: 151, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira: 30
[2025-04-08 00:47:45] PRODUÇÃO - ID: 152, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira: 31
[2025-04-08 00:47:47] PRODUÇÃO - ID: 153, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira: 32
[2025-04-08 00:47:47] PRODUÇÃO - ID: 154, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira: 33
[2025-04-08 00:47:47] PRODUÇÃO - ID: 155, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira: 34
[2025-04-08 00:47:47] PRODUÇÃO - ID: 156, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira: 35
[2025-04-08 00:47:47] PRODUÇÃO - ID: 157, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira: 36
[2025-04-08 00:47:47] PRODUÇÃO - ID: 158, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira: 37
[2025-04-08 00:47:47] PRODUÇÃO - ID: 159, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira: 38
[2025-04-08 00:47:47] PRODUÇÃO - ID: 160, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira: 39
[2025-04-08 00:47:49] PRODUÇÃO - ID: 161, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira: 0
[2025-04-08 00:47:49] PRODUÇÃO - ID: 163, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira: 1
[2025-04-08 00:47:49] PRODUÇÃO - ID: 162, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira: 2
[2025-04-08 00:47:49] PRODUÇÃO - ID: 164, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira: 3
[2025-04-08 00:47:49] PRODUÇÃO - ID: 165, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira: 4
[2025-04-08 00:47:49] PRODUÇÃO - ID: 166, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira: 5
[2025-04-08 00:47:49] PRODUÇÃO - ID: 167, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira: 6
[2025-04-08 00:47:49] PRODUÇÃO - ID: 168, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira: 7
[2025-04-08 00:47:51] PRODUÇÃO - ID: 169, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira: 8
[2025-04-08 00:47:51] PRODUÇÃO - ID: 170, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira: 9
[2025-04-08 00:47:51] PRODUÇÃO - ID: 171, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira: 10
[2025-04-08 00:47:51] PRODUÇÃO - ID: 172, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira: 11
[2025-04-08 00:47:51] PRODUÇÃO - ID: 173, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira: 12
[2025-04-08 00:47:51] PRODUÇÃO - ID: 174, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira: 13
[2025-04-08 00:47:51] PRODUÇÃO - ID: 175, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira: 14
[2025-04-08 00:47:51] PRODUÇÃO - ID: 176, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira: 15
[2025-04-08 00:47:53] PRODUÇÃO - ID: 177, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira: 16
[2025-04-08 00:47:53] PRODUÇÃO - ID: 179, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira: 17
[2025-04-08 00:47:53] PRODUÇÃO - ID: 178, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira: 18
[2025-04-08 00:47:53] PRODUÇÃO - ID: 180, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira: 19
[2025-04-08 00:47:53] PRODUÇÃO - ID: 181, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira: 20
[2025-04-08 00:47:53] PRODUÇÃO - ID: 182, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira: 21
[2025-04-08 00:47:53] PRODUÇÃO - ID: 183, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira: 22
[2025-04-08 00:47:53] PRODUÇÃO - ID: 184, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira: 23
