[2025-04-08 00:47:09] RECEBIMENTO LOJA 0 - ID: 3, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 0
[2025-04-08 00:47:38] RECEBIMENTO LOJA 0 - ID: 114, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 39
[2025-04-08 00:47:39] RECEBIMENTO LOJA 0 - ID: 117, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 0
[2025-04-08 00:47:40] RECEBIMENTO LOJA 0 - ID: 120, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 1
[2025-04-08 00:47:41] RECEBIMENTO LOJA 0 - ID: 122, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Loja: 2
[2025-04-08 00:47:41] RECEBIMENTO LOJA 0 - ID: 126, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Loja: 3
[2025-04-08 00:47:42] RECEBIMENTO LOJA 0 - ID: 129, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Loja: 4
[2025-04-08 00:47:43] RECEBIMENTO LOJA 0 - ID: 132, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 5
[2025-04-08 00:47:44] RECEBIMENTO LOJA 0 - ID: 135, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 6
[2025-04-08 00:47:44] RECEBIMENTO LOJA 0 - ID: 139, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 7
[2025-04-08 00:47:45] RECEBIMENTO LOJA 0 - ID: 141, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 8
[2025-04-08 00:47:46] RECEBIMENTO LOJA 0 - ID: 144, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 9
[2025-04-08 00:47:47] RECEBIMENTO LOJA 0 - ID: 147, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 10
[2025-04-08 00:47:48] RECEBIMENTO LOJA 0 - ID: 150, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 11
[2025-04-08 00:47:48] RECEBIMENTO LOJA 0 - ID: 153, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 12
[2025-04-08 00:47:49] RECEBIMENTO LOJA 0 - ID: 156, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Loja: 13
[2025-04-08 00:47:50] RECEBIMENTO LOJA 0 - ID: 158, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Loja: 14
[2025-04-08 00:47:50] RECEBIMENTO LOJA 0 - ID: 161, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 15
[2025-04-08 00:47:51] RECEBIMENTO LOJA 0 - ID: 164, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Loja: 16
[2025-04-08 00:47:52] RECEBIMENTO LOJA 0 - ID: 168, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Loja: 17
[2025-04-08 00:47:53] RECEBIMENTO LOJA 0 - ID: 170, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Loja: 18
[2025-04-08 00:47:53] RECEBIMENTO LOJA 0 - ID: 173, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 19
[2025-04-08 00:47:54] RECEBIMENTO LOJA 0 - ID: 177, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 20
[2025-04-08 00:47:55] RECEBIMENTO LOJA 0 - ID: 178, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 21
[2025-04-08 00:47:55] RECEBIMENTO LOJA 0 - ID: 183, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 22
[2025-04-08 00:47:56] RECEBIMENTO LOJA 0 - ID: 185, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 23
[2025-04-08 00:47:57] RECEBIMENTO LOJA 0 - ID: 188, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 24
[2025-04-08 00:47:58] RECEBIMENTO LOJA 0 - ID: 191, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 25
[2025-04-08 00:47:58] RECEBIMENTO LOJA 0 - ID: 195, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Loja: 26
[2025-04-08 00:47:59] RECEBIMENTO LOJA 0 - ID: 199, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 27
[2025-04-08 00:48:00] RECEBIMENTO LOJA 0 - ID: 204, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 28
[2025-04-08 00:48:01] RECEBIMENTO LOJA 0 - ID: 202, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 29
[2025-04-08 00:48:01] RECEBIMENTO LOJA 0 - ID: 206, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 30
[2025-04-08 00:48:02] RECEBIMENTO LOJA 0 - ID: 211, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Loja: 31
[2025-04-08 00:48:03] RECEBIMENTO LOJA 0 - ID: 212, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Loja: 32
[2025-04-08 00:48:03] RECEBIMENTO LOJA 0 - ID: 215, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 33
[2025-04-08 00:48:04] RECEBIMENTO LOJA 0 - ID: 219, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 34
[2025-04-08 00:48:05] RECEBIMENTO LOJA 0 - ID: 222, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 35
[2025-04-08 00:48:06] RECEBIMENTO LOJA 0 - ID: 223, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 36
[2025-04-08 00:48:06] RECEBIMENTO LOJA 0 - ID: 226, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Loja: 37
[2025-04-08 00:48:07] RECEBIMENTO LOJA 0 - ID: 229, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 38
[2025-04-08 00:48:08] RECEBIMENTO LOJA 0 - ID: 231, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 39
[2025-04-08 00:48:08] RECEBIMENTO LOJA 0 - ID: 234, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Loja: 0
[2025-04-08 00:48:09] RECEBIMENTO LOJA 0 - ID: 237, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 1
[2025-04-08 00:48:10] RECEBIMENTO LOJA 0 - ID: 241, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Loja: 2
[2025-04-08 00:48:11] RECEBIMENTO LOJA 0 - ID: 243, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 3
[2025-04-08 00:48:12] RECEBIMENTO LOJA 0 - ID: 248, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 4
[2025-04-08 00:48:12] RECEBIMENTO LOJA 0 - ID: 249, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Loja: 5
[2025-04-08 00:48:13] RECEBIMENTO LOJA 0 - ID: 253, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 6
[2025-04-08 00:48:14] RECEBIMENTO LOJA 0 - ID: 255, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 7
[2025-04-08 00:48:15] RECEBIMENTO LOJA 0 - ID: 258, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 8
[2025-04-08 00:48:16] RECEBIMENTO LOJA 0 - ID: 262, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 9
[2025-04-08 00:48:16] RECEBIMENTO LOJA 0 - ID: 265, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 10
[2025-04-08 00:48:17] RECEBIMENTO LOJA 0 - ID: 268, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 11
[2025-04-08 00:48:18] RECEBIMENTO LOJA 0 - ID: 271, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 12
[2025-04-08 00:48:18] RECEBIMENTO LOJA 0 - ID: 273, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 13
[2025-04-08 00:48:19] RECEBIMENTO LOJA 0 - ID: 277, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Loja: 14
[2025-04-08 00:48:20] RECEBIMENTO LOJA 0 - ID: 280, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 15
[2025-04-08 00:48:20] RECEBIMENTO LOJA 0 - ID: 281, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 16
[2025-04-08 00:48:21] RECEBIMENTO LOJA 0 - ID: 284, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Loja: 17
[2025-04-08 00:48:22] RECEBIMENTO LOJA 0 - ID: 287, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Loja: 18
[2025-04-08 00:48:23] RECEBIMENTO LOJA 0 - ID: 291, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 19
[2025-04-08 00:48:23] RECEBIMENTO LOJA 0 - ID: 292, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 20
[2025-04-08 00:48:24] RECEBIMENTO LOJA 0 - ID: 297, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 21
[2025-04-08 00:48:25] RECEBIMENTO LOJA 0 - ID: 300, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 22
[2025-04-08 00:48:26] RECEBIMENTO LOJA 0 - ID: 303, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 23
[2025-04-08 00:48:27] RECEBIMENTO LOJA 0 - ID: 306, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 24
[2025-04-08 00:48:27] RECEBIMENTO LOJA 0 - ID: 309, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Loja: 25
[2025-04-08 00:48:28] RECEBIMENTO LOJA 0 - ID: 310, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Loja: 26
[2025-04-08 00:48:29] RECEBIMENTO LOJA 0 - ID: 314, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 27
[2025-04-08 00:48:30] RECEBIMENTO LOJA 0 - ID: 318, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 28
[2025-04-08 00:48:30] RECEBIMENTO LOJA 0 - ID: 321, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 29
[2025-04-08 00:48:31] RECEBIMENTO LOJA 0 - ID: 325, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 30
[2025-04-08 00:48:32] RECEBIMENTO LOJA 0 - ID: 328, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 31
[2025-04-08 00:48:33] RECEBIMENTO LOJA 0 - ID: 330, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 32
[2025-04-08 00:48:33] RECEBIMENTO LOJA 0 - ID: 333, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 33
[2025-04-08 00:48:34] RECEBIMENTO LOJA 0 - ID: 335, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 34
[2025-04-08 00:48:35] RECEBIMENTO LOJA 0 - ID: 338, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 35
[2025-04-08 00:48:35] RECEBIMENTO LOJA 0 - ID: 341, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 36
[2025-04-08 00:48:36] RECEBIMENTO LOJA 0 - ID: 345, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Loja: 37
[2025-04-08 00:48:37] RECEBIMENTO LOJA 0 - ID: 348, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Loja: 38
[2025-04-08 00:48:38] RECEBIMENTO LOJA 0 - ID: 351, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 39
[2025-04-08 00:48:39] RECEBIMENTO LOJA 0 - ID: 354, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Loja: 0
[2025-04-08 00:48:39] RECEBIMENTO LOJA 0 - ID: 356, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Loja: 1
[2025-04-08 00:48:40] RECEBIMENTO LOJA 0 - ID: 359, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 2
[2025-04-08 00:48:41] RECEBIMENTO LOJA 0 - ID: 364, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 3
[2025-04-08 00:48:42] RECEBIMENTO LOJA 0 - ID: 366, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Loja: 4
[2025-04-08 00:48:43] RECEBIMENTO LOJA 0 - ID: 370, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira Loja: 5
[2025-04-08 00:48:44] RECEBIMENTO LOJA 0 - ID: 373, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 6
[2025-04-08 00:48:44] RECEBIMENTO LOJA 0 - ID: 374, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Loja: 7
[2025-04-08 00:48:45] RECEBIMENTO LOJA 0 - ID: 379, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 8
[2025-04-08 00:48:46] RECEBIMENTO LOJA 0 - ID: 380, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Loja: 9
[2025-04-08 00:48:47] RECEBIMENTO LOJA 0 - ID: 383, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Loja: 10
[2025-04-08 00:48:47] RECEBIMENTO LOJA 0 - ID: 386, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Loja: 11
[2025-04-08 00:48:48] RECEBIMENTO LOJA 0 - ID: 388, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Loja: 12
[2025-04-08 00:48:48] RECEBIMENTO LOJA 0 - ID: 391, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira Loja: 13
[2025-04-08 00:48:49] RECEBIMENTO LOJA 0 - ID: 394, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 14
[2025-04-08 00:48:50] RECEBIMENTO LOJA 0 - ID: 397, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Loja: 15
[2025-04-08 00:48:51] RECEBIMENTO LOJA 0 - ID: 400, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 16
[2025-04-08 00:48:52] RECEBIMENTO LOJA 0 - ID: 403, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 17
[2025-04-08 00:48:52] RECEBIMENTO LOJA 0 - ID: 406, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Loja: 18
[2025-04-08 00:48:53] RECEBIMENTO LOJA 0 - ID: 409, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 19
[2025-04-08 00:48:54] RECEBIMENTO LOJA 0 - ID: 412, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 20
[2025-04-08 00:48:55] RECEBIMENTO LOJA 0 - ID: 415, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 21
[2025-04-08 00:48:55] RECEBIMENTO LOJA 0 - ID: 418, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 22
[2025-04-08 00:48:56] RECEBIMENTO LOJA 0 - ID: 420, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 23
[2025-04-08 00:48:56] RECEBIMENTO LOJA 0 - ID: 424, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 24
[2025-04-08 00:48:57] RECEBIMENTO LOJA 0 - ID: 425, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 25
[2025-04-08 00:48:58] RECEBIMENTO LOJA 0 - ID: 429, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Loja: 26
[2025-04-08 00:48:58] RECEBIMENTO LOJA 0 - ID: 431, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 27
[2025-04-08 00:48:59] RECEBIMENTO LOJA 0 - ID: 435, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 28
[2025-04-08 00:49:00] RECEBIMENTO LOJA 0 - ID: 440, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 29
[2025-04-08 00:49:01] RECEBIMENTO LOJA 0 - ID: 442, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 30
[2025-04-08 00:49:02] RECEBIMENTO LOJA 0 - ID: 445, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 31
[2025-04-08 00:49:03] RECEBIMENTO LOJA 0 - ID: 449, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 32
[2025-04-08 00:49:03] RECEBIMENTO LOJA 0 - ID: 452, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 33
[2025-04-08 00:49:04] RECEBIMENTO LOJA 0 - ID: 453, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 34
[2025-04-08 00:49:05] RECEBIMENTO LOJA 0 - ID: 455, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Loja: 35
[2025-04-08 00:49:05] RECEBIMENTO LOJA 0 - ID: 459, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 36
[2025-04-08 00:49:06] RECEBIMENTO LOJA 0 - ID: 463, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 37
[2025-04-08 00:49:07] RECEBIMENTO LOJA 0 - ID: 467, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 38
[2025-04-08 00:49:08] RECEBIMENTO LOJA 0 - ID: 470, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 39
[2025-04-08 00:49:09] RECEBIMENTO LOJA 0 - ID: 473, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 0
[2025-04-08 00:49:09] RECEBIMENTO LOJA 0 - ID: 476, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Loja: 1
