[2025-04-08 00:47:09] RECEBIMENTO LOJA 2 - ID: 4, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Loja: 0
[2025-04-08 00:47:39] RECEBIMENTO LOJA 2 - ID: 118, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 38
[2025-04-08 00:47:40] RECEBIMENTO LOJA 2 - ID: 123, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 39
[2025-04-08 00:47:41] RECEBIMENTO LOJA 2 - ID: 124, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 0
[2025-04-08 00:47:42] RECEBIMENTO LOJA 2 - ID: 127, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 1
[2025-04-08 00:47:42] RECEBIMENTO LOJA 2 - ID: 131, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 2
[2025-04-08 00:47:43] RECEBIMENTO LOJA 2 - ID: 134, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Loja: 3
[2025-04-08 00:47:44] RECEBIMENTO LOJA 2 - ID: 137, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 4
[2025-04-08 00:47:45] RECEBIMENTO LOJA 2 - ID: 140, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Loja: 5
[2025-04-08 00:47:46] RECEBIMENTO LOJA 2 - ID: 143, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Loja: 6
[2025-04-08 00:47:47] RECEBIMENTO LOJA 2 - ID: 146, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 7
[2025-04-08 00:47:47] RECEBIMENTO LOJA 2 - ID: 149, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 8
[2025-04-08 00:47:48] RECEBIMENTO LOJA 2 - ID: 152, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 9
[2025-04-08 00:47:49] RECEBIMENTO LOJA 2 - ID: 154, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 10
[2025-04-08 00:47:50] RECEBIMENTO LOJA 2 - ID: 159, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 11
[2025-04-08 00:47:50] RECEBIMENTO LOJA 2 - ID: 163, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 12
[2025-04-08 00:47:51] RECEBIMENTO LOJA 2 - ID: 165, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Loja: 13
[2025-04-08 00:47:52] RECEBIMENTO LOJA 2 - ID: 169, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 14
[2025-04-08 00:47:53] RECEBIMENTO LOJA 2 - ID: 172, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Loja: 15
[2025-04-08 00:47:54] RECEBIMENTO LOJA 2 - ID: 175, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 16
[2025-04-08 00:47:54] RECEBIMENTO LOJA 2 - ID: 179, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 17
[2025-04-08 00:47:55] RECEBIMENTO LOJA 2 - ID: 181, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Loja: 18
[2025-04-08 00:47:56] RECEBIMENTO LOJA 2 - ID: 184, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 19
[2025-04-08 00:47:56] RECEBIMENTO LOJA 2 - ID: 186, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Loja: 20
[2025-04-08 00:47:57] RECEBIMENTO LOJA 2 - ID: 190, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Loja: 21
[2025-04-08 00:47:58] RECEBIMENTO LOJA 2 - ID: 193, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 22
[2025-04-08 00:47:59] RECEBIMENTO LOJA 2 - ID: 196, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 23
[2025-04-08 00:47:59] RECEBIMENTO LOJA 2 - ID: 198, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 24
[2025-04-08 00:48:00] RECEBIMENTO LOJA 2 - ID: 201, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 25
[2025-04-08 00:48:01] RECEBIMENTO LOJA 2 - ID: 205, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 26
[2025-04-08 00:48:02] RECEBIMENTO LOJA 2 - ID: 207, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 27
[2025-04-08 00:48:02] RECEBIMENTO LOJA 2 - ID: 209, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 28
[2025-04-08 00:48:03] RECEBIMENTO LOJA 2 - ID: 214, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 29
[2025-04-08 00:48:04] RECEBIMENTO LOJA 2 - ID: 217, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Loja: 30
[2025-04-08 00:48:05] RECEBIMENTO LOJA 2 - ID: 220, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 31
[2025-04-08 00:48:05] RECEBIMENTO LOJA 2 - ID: 224, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Loja: 32
[2025-04-08 00:48:06] RECEBIMENTO LOJA 2 - ID: 227, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 33
[2025-04-08 00:48:07] RECEBIMENTO LOJA 2 - ID: 230, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 34
[2025-04-08 00:48:08] RECEBIMENTO LOJA 2 - ID: 233, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 35
[2025-04-08 00:48:09] RECEBIMENTO LOJA 2 - ID: 236, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Loja: 36
[2025-04-08 00:48:09] RECEBIMENTO LOJA 2 - ID: 239, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 37
[2025-04-08 00:48:10] RECEBIMENTO LOJA 2 - ID: 242, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Loja: 38
[2025-04-08 00:48:11] RECEBIMENTO LOJA 2 - ID: 245, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 39
[2025-04-08 00:48:12] RECEBIMENTO LOJA 2 - ID: 247, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Loja: 0
[2025-04-08 00:48:13] RECEBIMENTO LOJA 2 - ID: 251, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 1
[2025-04-08 00:48:13] RECEBIMENTO LOJA 2 - ID: 252, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Loja: 2
[2025-04-08 00:48:14] RECEBIMENTO LOJA 2 - ID: 256, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 3
[2025-04-08 00:48:15] RECEBIMENTO LOJA 2 - ID: 259, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 4
[2025-04-08 00:48:16] RECEBIMENTO LOJA 2 - ID: 261, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 5
[2025-04-08 00:48:16] RECEBIMENTO LOJA 2 - ID: 264, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 6
[2025-04-08 00:48:17] RECEBIMENTO LOJA 2 - ID: 267, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Loja: 7
[2025-04-08 00:48:18] RECEBIMENTO LOJA 2 - ID: 270, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 8
[2025-04-08 00:48:19] RECEBIMENTO LOJA 2 - ID: 274, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 9
[2025-04-08 00:48:19] RECEBIMENTO LOJA 2 - ID: 276, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 10
[2025-04-08 00:48:20] RECEBIMENTO LOJA 2 - ID: 279, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 11
[2025-04-08 00:48:21] RECEBIMENTO LOJA 2 - ID: 283, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 12
[2025-04-08 00:48:21] RECEBIMENTO LOJA 2 - ID: 286, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Loja: 13
[2025-04-08 00:48:22] RECEBIMENTO LOJA 2 - ID: 289, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 14
[2025-04-08 00:48:23] RECEBIMENTO LOJA 2 - ID: 293, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 15
[2025-04-08 00:48:24] RECEBIMENTO LOJA 2 - ID: 295, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 16
[2025-04-08 00:48:25] RECEBIMENTO LOJA 2 - ID: 298, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 17
[2025-04-08 00:48:26] RECEBIMENTO LOJA 2 - ID: 301, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Loja: 18
[2025-04-08 00:48:26] RECEBIMENTO LOJA 2 - ID: 305, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 19
[2025-04-08 00:48:27] RECEBIMENTO LOJA 2 - ID: 308, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 20
[2025-04-08 00:48:28] RECEBIMENTO LOJA 2 - ID: 311, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 21
[2025-04-08 00:48:29] RECEBIMENTO LOJA 2 - ID: 313, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 22
[2025-04-08 00:48:29] RECEBIMENTO LOJA 2 - ID: 316, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 23
[2025-04-08 00:48:30] RECEBIMENTO LOJA 2 - ID: 319, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 24
[2025-04-08 00:48:30] RECEBIMENTO LOJA 2 - ID: 320, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Loja: 25
[2025-04-08 00:48:31] RECEBIMENTO LOJA 2 - ID: 323, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Loja: 26
[2025-04-08 00:48:32] RECEBIMENTO LOJA 2 - ID: 327, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 27
[2025-04-08 00:48:33] RECEBIMENTO LOJA 2 - ID: 331, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Loja: 28
[2025-04-08 00:48:34] RECEBIMENTO LOJA 2 - ID: 334, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 29
[2025-04-08 00:48:34] RECEBIMENTO LOJA 2 - ID: 337, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Loja: 30
[2025-04-08 00:48:35] RECEBIMENTO LOJA 2 - ID: 340, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 31
[2025-04-08 00:48:36] RECEBIMENTO LOJA 2 - ID: 343, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 32
[2025-04-08 00:48:37] RECEBIMENTO LOJA 2 - ID: 347, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 33
[2025-04-08 00:48:38] RECEBIMENTO LOJA 2 - ID: 350, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 34
[2025-04-08 00:48:39] RECEBIMENTO LOJA 2 - ID: 353, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 35
[2025-04-08 00:48:39] RECEBIMENTO LOJA 2 - ID: 357, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 36
[2025-04-08 00:48:40] RECEBIMENTO LOJA 2 - ID: 360, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 37
[2025-04-08 00:48:41] RECEBIMENTO LOJA 2 - ID: 362, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Loja: 38
[2025-04-08 00:48:42] RECEBIMENTO LOJA 2 - ID: 365, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 39
[2025-04-08 00:48:43] RECEBIMENTO LOJA 2 - ID: 368, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 0
[2025-04-08 00:48:44] RECEBIMENTO LOJA 2 - ID: 372, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Loja: 1
[2025-04-08 00:48:44] RECEBIMENTO LOJA 2 - ID: 375, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Loja: 2
[2025-04-08 00:48:45] RECEBIMENTO LOJA 2 - ID: 377, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 3
[2025-04-08 00:48:46] RECEBIMENTO LOJA 2 - ID: 381, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 4
[2025-04-08 00:48:47] RECEBIMENTO LOJA 2 - ID: 384, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 5
[2025-04-08 00:48:48] RECEBIMENTO LOJA 2 - ID: 387, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Loja: 6
[2025-04-08 00:48:48] RECEBIMENTO LOJA 2 - ID: 390, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 7
[2025-04-08 00:48:49] RECEBIMENTO LOJA 2 - ID: 393, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 8
[2025-04-08 00:48:50] RECEBIMENTO LOJA 2 - ID: 395, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Loja: 9
[2025-04-08 00:48:51] RECEBIMENTO LOJA 2 - ID: 399, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 10
[2025-04-08 00:48:51] RECEBIMENTO LOJA 2 - ID: 402, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 11
[2025-04-08 00:48:52] RECEBIMENTO LOJA 2 - ID: 405, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Loja: 12
[2025-04-08 00:48:53] RECEBIMENTO LOJA 2 - ID: 408, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Loja: 13
[2025-04-08 00:48:54] RECEBIMENTO LOJA 2 - ID: 413, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 14
[2025-04-08 00:48:55] RECEBIMENTO LOJA 2 - ID: 416, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Loja: 15
[2025-04-08 00:48:55] RECEBIMENTO LOJA 2 - ID: 419, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Loja: 16
[2025-04-08 00:48:56] RECEBIMENTO LOJA 2 - ID: 422, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Loja: 17
[2025-04-08 00:48:57] RECEBIMENTO LOJA 2 - ID: 426, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 18
[2025-04-08 00:48:57] RECEBIMENTO LOJA 2 - ID: 428, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 19
[2025-04-08 00:48:58] RECEBIMENTO LOJA 2 - ID: 432, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Loja: 20
[2025-04-08 00:48:59] RECEBIMENTO LOJA 2 - ID: 434, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 21
[2025-04-08 00:48:59] RECEBIMENTO LOJA 2 - ID: 436, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 22
[2025-04-08 00:49:00] RECEBIMENTO LOJA 2 - ID: 438, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 23
[2025-04-08 00:49:01] RECEBIMENTO LOJA 2 - ID: 441, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 24
[2025-04-08 00:49:02] RECEBIMENTO LOJA 2 - ID: 444, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 25
[2025-04-08 00:49:02] RECEBIMENTO LOJA 2 - ID: 448, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 26
[2025-04-08 00:49:03] RECEBIMENTO LOJA 2 - ID: 450, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 27
[2025-04-08 00:49:04] RECEBIMENTO LOJA 2 - ID: 454, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 28
[2025-04-08 00:49:05] RECEBIMENTO LOJA 2 - ID: 457, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Loja: 29
[2025-04-08 00:49:06] RECEBIMENTO LOJA 2 - ID: 460, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 30
[2025-04-08 00:49:06] RECEBIMENTO LOJA 2 - ID: 462, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 31
[2025-04-08 00:49:07] RECEBIMENTO LOJA 2 - ID: 466, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Loja: 32
[2025-04-08 00:49:08] RECEBIMENTO LOJA 2 - ID: 469, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 33
[2025-04-08 00:49:08] RECEBIMENTO LOJA 2 - ID: 471, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 34
[2025-04-08 00:49:09] RECEBIMENTO LOJA 2 - ID: 474, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 35
[2025-04-08 00:49:10] RECEBIMENTO LOJA 2 - ID: 477, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 36
[2025-04-08 00:49:10] RECEBIMENTO LOJA 2 - ID: 479, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Loja: 37
[2025-04-08 00:49:11] RECEBIMENTO LOJA 2 - ID: 483, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 38
[2025-04-08 00:49:12] RECEBIMENTO LOJA 2 - ID: 486, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Loja: 39
[2025-04-08 00:49:12] RECEBIMENTO LOJA 2 - ID: 488, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 0
[2025-04-08 00:49:13] RECEBIMENTO LOJA 2 - ID: 492, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 1
