[2025-04-08 00:47:09] VENDA LOJA 0 - ID: 3, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 0, Cliente: 10
[2025-04-08 00:47:24] VENDA LOJA 0 - ID: 61, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 20, Cliente: 0
[2025-04-08 00:47:25] VENDA LOJA 0 - ID: 63, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 21, Cliente: 1
[2025-04-08 00:47:26] VENDA LOJA 0 - ID: 66, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Loja: 22, Cliente: 8
[2025-04-08 00:47:27] VENDA LOJA 0 - ID: 68, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 23, Cliente: 5
[2025-04-08 00:47:27] VENDA LOJA 0 - ID: 72, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 24, Cliente: 4
[2025-04-08 00:47:28] VENDA LOJA 0 - ID: 74, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 25, Cliente: 6
[2025-04-08 00:47:29] VENDA LOJA 0 - ID: 77, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 26, Cliente: 9
[2025-04-08 00:47:30] VENDA LOJA 0 - ID: 82, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Loja: 27, Cliente: 14
[2025-04-08 00:47:30] VENDA LOJA 0 - ID: 83, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Loja: 28, Cliente: 10
[2025-04-08 00:47:31] VENDA LOJA 0 - ID: 86, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 29, Cliente: 12
[2025-04-08 00:47:32] VENDA LOJA 0 - ID: 90, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Loja: 30, Cliente: 11
[2025-04-08 00:47:32] VENDA LOJA 0 - ID: 92, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 31, Cliente: 17
[2025-04-08 00:47:33] VENDA LOJA 0 - ID: 93, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Loja: 32, Cliente: 13
[2025-04-08 00:47:34] VENDA LOJA 0 - ID: 97, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Loja: 33, Cliente: 3
[2025-04-08 00:47:35] VENDA LOJA 0 - ID: 100, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 34, Cliente: 15
[2025-04-08 00:47:35] VENDA LOJA 0 - ID: 103, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 35, Cliente: 6
[2025-04-08 00:47:36] VENDA LOJA 0 - ID: 106, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 36, Cliente: 16
[2025-04-08 00:47:37] VENDA LOJA 0 - ID: 109, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 37, Cliente: 13
[2025-04-08 00:47:37] VENDA LOJA 0 - ID: 112, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 38, Cliente: 14
[2025-04-08 00:47:38] VENDA LOJA 0 - ID: 114, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 39, Cliente: 5
[2025-04-08 00:47:39] VENDA LOJA 0 - ID: 117, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 0, Cliente: 15
[2025-04-08 00:47:40] VENDA LOJA 0 - ID: 120, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 1, Cliente: 16
[2025-04-08 00:47:41] VENDA LOJA 0 - ID: 122, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Loja: 2, Cliente: 10
[2025-04-08 00:47:41] VENDA LOJA 0 - ID: 126, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Loja: 3, Cliente: 11
[2025-04-08 00:47:42] VENDA LOJA 0 - ID: 129, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Loja: 4, Cliente: 0
[2025-04-08 00:47:43] VENDA LOJA 0 - ID: 132, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 5, Cliente: 12
[2025-04-08 00:47:44] VENDA LOJA 0 - ID: 135, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 6, Cliente: 3
[2025-04-08 00:47:44] VENDA LOJA 0 - ID: 139, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 7, Cliente: 14
[2025-04-08 00:47:45] VENDA LOJA 0 - ID: 141, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 8, Cliente: 19
[2025-04-08 00:47:46] VENDA LOJA 0 - ID: 144, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 9, Cliente: 3
[2025-04-08 00:47:47] VENDA LOJA 0 - ID: 147, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 10, Cliente: 10
[2025-04-08 00:47:48] VENDA LOJA 0 - ID: 150, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 11, Cliente: 16
[2025-04-08 00:47:48] VENDA LOJA 0 - ID: 153, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 12, Cliente: 19
[2025-04-08 00:47:49] VENDA LOJA 0 - ID: 156, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Loja: 13, Cliente: 4
[2025-04-08 00:47:50] VENDA LOJA 0 - ID: 158, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Loja: 14, Cliente: 18
[2025-04-08 00:47:50] VENDA LOJA 0 - ID: 161, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 15, Cliente: 0
[2025-04-08 00:47:51] VENDA LOJA 0 - ID: 164, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Loja: 16, Cliente: 12
[2025-04-08 00:47:52] VENDA LOJA 0 - ID: 168, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Loja: 17, Cliente: 3
[2025-04-08 00:47:53] VENDA LOJA 0 - ID: 170, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Loja: 18, Cliente: 12
[2025-04-08 00:47:53] VENDA LOJA 0 - ID: 173, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 19, Cliente: 5
[2025-04-08 00:47:54] VENDA LOJA 0 - ID: 177, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 20, Cliente: 15
[2025-04-08 00:47:55] VENDA LOJA 0 - ID: 178, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 21, Cliente: 4
[2025-04-08 00:47:55] VENDA LOJA 0 - ID: 183, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 22, Cliente: 9
[2025-04-08 00:47:56] VENDA LOJA 0 - ID: 185, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 23, Cliente: 18
[2025-04-08 00:47:57] VENDA LOJA 0 - ID: 188, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 24, Cliente: 17
[2025-04-08 00:47:58] VENDA LOJA 0 - ID: 191, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 25, Cliente: 9
[2025-04-08 00:47:58] VENDA LOJA 0 - ID: 195, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Loja: 26, Cliente: 10
[2025-04-08 00:47:59] VENDA LOJA 0 - ID: 199, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 27, Cliente: 14
[2025-04-08 00:48:00] VENDA LOJA 0 - ID: 204, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 28, Cliente: 17
[2025-04-08 00:48:01] VENDA LOJA 0 - ID: 202, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 29, Cliente: 3
[2025-04-08 00:48:01] VENDA LOJA 0 - ID: 206, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 30, Cliente: 13
[2025-04-08 00:48:02] VENDA LOJA 0 - ID: 211, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Loja: 31, Cliente: 7
[2025-04-08 00:48:03] VENDA LOJA 0 - ID: 212, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Loja: 32, Cliente: 1
[2025-04-08 00:48:03] VENDA LOJA 0 - ID: 215, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 33, Cliente: 12
[2025-04-08 00:48:04] VENDA LOJA 0 - ID: 219, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 34, Cliente: 10
[2025-04-08 00:48:05] VENDA LOJA 0 - ID: 222, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 35, Cliente: 18
[2025-04-08 00:48:06] VENDA LOJA 0 - ID: 223, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 36, Cliente: 6
[2025-04-08 00:48:06] VENDA LOJA 0 - ID: 226, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Loja: 37, Cliente: 9
[2025-04-08 00:48:07] VENDA LOJA 0 - ID: 229, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 38, Cliente: 16
[2025-04-08 00:48:08] VENDA LOJA 0 - ID: 231, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 39, Cliente: 14
[2025-04-08 00:48:08] VENDA LOJA 0 - ID: 234, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Loja: 0, Cliente: 8
[2025-04-08 00:48:09] VENDA LOJA 0 - ID: 237, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 1, Cliente: 4
[2025-04-08 00:48:10] VENDA LOJA 0 - ID: 241, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Loja: 2, Cliente: 1
[2025-04-08 00:48:11] VENDA LOJA 0 - ID: 243, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 3, Cliente: 15
[2025-04-08 00:48:12] VENDA LOJA 0 - ID: 248, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 4, Cliente: 12
[2025-04-08 00:48:12] VENDA LOJA 0 - ID: 249, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Loja: 5, Cliente: 6
[2025-04-08 00:48:13] VENDA LOJA 0 - ID: 253, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 6, Cliente: 5
[2025-04-08 00:48:14] VENDA LOJA 0 - ID: 255, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 7, Cliente: 14
[2025-04-08 00:48:15] VENDA LOJA 0 - ID: 258, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 8, Cliente: 4
[2025-04-08 00:48:16] VENDA LOJA 0 - ID: 262, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 9, Cliente: 18
[2025-04-08 00:48:16] VENDA LOJA 0 - ID: 265, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 10, Cliente: 11
[2025-04-08 00:48:17] VENDA LOJA 0 - ID: 268, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 11, Cliente: 7
[2025-04-08 00:48:18] VENDA LOJA 0 - ID: 271, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 12, Cliente: 3
[2025-04-08 00:48:18] VENDA LOJA 0 - ID: 273, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 13, Cliente: 16
[2025-04-08 00:48:19] VENDA LOJA 0 - ID: 277, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Loja: 14, Cliente: 13
[2025-04-08 00:48:22] VENDA LOJA 0 - ID: 280, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 15, Cliente: 2
[2025-04-08 00:48:22] VENDA LOJA 0 - ID: 281, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 16, Cliente: 10
[2025-04-08 00:48:23] VENDA LOJA 0 - ID: 284, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Loja: 17, Cliente: 17
[2025-04-08 00:48:23] VENDA LOJA 0 - ID: 287, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Loja: 18, Cliente: 3
[2025-04-08 00:48:23] VENDA LOJA 0 - ID: 291, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 19, Cliente: 1
[2025-04-08 00:48:24] VENDA LOJA 0 - ID: 292, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 20, Cliente: 1
[2025-04-08 00:48:25] VENDA LOJA 0 - ID: 297, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 21, Cliente: 4
[2025-04-08 00:48:26] VENDA LOJA 0 - ID: 300, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 22, Cliente: 11
[2025-04-08 00:48:28] VENDA LOJA 0 - ID: 303, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 23, Cliente: 1
[2025-04-08 00:48:28] VENDA LOJA 0 - ID: 306, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 24, Cliente: 7
[2025-04-08 00:48:29] VENDA LOJA 0 - ID: 309, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Loja: 25, Cliente: 12
[2025-04-08 00:48:29] VENDA LOJA 0 - ID: 310, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Loja: 26, Cliente: 17
[2025-04-08 00:48:29] VENDA LOJA 0 - ID: 314, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 27, Cliente: 7
[2025-04-08 00:48:30] VENDA LOJA 0 - ID: 318, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 28, Cliente: 0
[2025-04-08 00:48:30] VENDA LOJA 0 - ID: 321, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 29, Cliente: 13
[2025-04-08 00:48:31] VENDA LOJA 0 - ID: 325, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 30, Cliente: 14
[2025-04-08 00:48:32] VENDA LOJA 0 - ID: 328, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 31, Cliente: 11
[2025-04-08 00:48:33] VENDA LOJA 0 - ID: 330, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 32, Cliente: 14
[2025-04-08 00:48:33] VENDA LOJA 0 - ID: 333, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 33, Cliente: 12
[2025-04-08 00:48:34] VENDA LOJA 0 - ID: 335, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 34, Cliente: 18
[2025-04-08 00:48:35] VENDA LOJA 0 - ID: 338, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 35, Cliente: 6
[2025-04-08 00:48:35] VENDA LOJA 0 - ID: 341, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 36, Cliente: 9
[2025-04-08 00:48:36] VENDA LOJA 0 - ID: 345, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Loja: 37, Cliente: 7
[2025-04-08 00:48:37] VENDA LOJA 0 - ID: 348, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Loja: 38, Cliente: 16
[2025-04-08 00:48:38] VENDA LOJA 0 - ID: 351, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 39, Cliente: 0
[2025-04-08 00:48:39] VENDA LOJA 0 - ID: 354, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Loja: 0, Cliente: 13
[2025-04-08 00:48:39] VENDA LOJA 0 - ID: 356, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Loja: 1, Cliente: 6
[2025-04-08 00:48:40] VENDA LOJA 0 - ID: 359, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 2, Cliente: 11
[2025-04-08 00:48:41] VENDA LOJA 0 - ID: 364, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 3, Cliente: 17
[2025-04-08 00:48:42] VENDA LOJA 0 - ID: 366, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Loja: 4, Cliente: 18
[2025-04-08 00:48:43] VENDA LOJA 0 - ID: 370, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira Loja: 5, Cliente: 12
[2025-04-08 00:48:44] VENDA LOJA 0 - ID: 373, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 6, Cliente: 5
[2025-04-08 00:48:44] VENDA LOJA 0 - ID: 374, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Loja: 7, Cliente: 8
[2025-04-08 00:48:45] VENDA LOJA 0 - ID: 379, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 8, Cliente: 19
[2025-04-08 00:48:46] VENDA LOJA 0 - ID: 380, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Loja: 9, Cliente: 16
[2025-04-08 00:48:47] VENDA LOJA 0 - ID: 383, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Loja: 10, Cliente: 4
[2025-04-08 00:48:47] VENDA LOJA 0 - ID: 386, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Loja: 11, Cliente: 12
[2025-04-08 00:48:48] VENDA LOJA 0 - ID: 388, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Loja: 12, Cliente: 6
[2025-04-08 00:48:48] VENDA LOJA 0 - ID: 391, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira Loja: 13, Cliente: 1
[2025-04-08 00:48:49] VENDA LOJA 0 - ID: 394, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 14, Cliente: 5
[2025-04-08 00:48:50] VENDA LOJA 0 - ID: 397, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Loja: 15, Cliente: 14
[2025-04-08 00:48:51] VENDA LOJA 0 - ID: 400, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 16, Cliente: 0
[2025-04-08 00:48:52] VENDA LOJA 0 - ID: 403, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 17, Cliente: 15
[2025-04-08 00:48:52] VENDA LOJA 0 - ID: 406, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Loja: 18, Cliente: 17
[2025-04-08 00:48:53] VENDA LOJA 0 - ID: 409, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 19, Cliente: 18
[2025-04-08 00:48:54] VENDA LOJA 0 - ID: 412, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 20, Cliente: 10
[2025-04-08 00:48:55] VENDA LOJA 0 - ID: 415, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 21, Cliente: 7
[2025-04-08 00:48:55] VENDA LOJA 0 - ID: 418, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 22, Cliente: 3
[2025-04-08 00:48:56] VENDA LOJA 0 - ID: 420, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 23, Cliente: 2
[2025-04-08 00:48:56] VENDA LOJA 0 - ID: 424, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 24, Cliente: 11
[2025-04-08 00:48:57] VENDA LOJA 0 - ID: 425, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 25, Cliente: 13
[2025-04-08 00:48:58] VENDA LOJA 0 - ID: 429, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Loja: 26, Cliente: 19
[2025-04-08 00:48:58] VENDA LOJA 0 - ID: 431, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 27, Cliente: 12
[2025-04-08 00:48:59] VENDA LOJA 0 - ID: 435, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 28, Cliente: 1
[2025-04-08 00:49:00] VENDA LOJA 0 - ID: 440, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 29, Cliente: 5
[2025-04-08 00:49:01] VENDA LOJA 0 - ID: 442, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 30, Cliente: 8
[2025-04-08 00:49:02] VENDA LOJA 0 - ID: 445, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 31, Cliente: 14
[2025-04-08 00:49:03] VENDA LOJA 0 - ID: 449, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 32, Cliente: 0
[2025-04-08 00:49:03] VENDA LOJA 0 - ID: 452, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 33, Cliente: 15
[2025-04-08 00:49:04] VENDA LOJA 0 - ID: 453, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 34, Cliente: 10
[2025-04-08 00:49:05] VENDA LOJA 0 - ID: 455, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Loja: 35, Cliente: 6
