[2025-04-08 00:47:09] VENDA LOJA 2 - ID: 4, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Loja: 0, Cliente: 17
[2025-04-08 00:47:37] VENDA LOJA 2 - ID: 111, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 36, Cliente: 3
[2025-04-08 00:47:38] VENDA LOJA 2 - ID: 115, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 37, Cliente: 2
[2025-04-08 00:47:39] VENDA LOJA 2 - ID: 118, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 38, Cliente: 8
[2025-04-08 00:47:40] VENDA LOJA 2 - ID: 123, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 39, Cliente: 19
[2025-04-08 00:47:41] VENDA LOJA 2 - ID: 124, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 0, Cliente: 4
[2025-04-08 00:47:42] VENDA LOJA 2 - ID: 127, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 1, Cliente: 17
[2025-04-08 00:47:42] VENDA LOJA 2 - ID: 131, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 2, Cliente: 7
[2025-04-08 00:47:43] VENDA LOJA 2 - ID: 134, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Loja: 3, Cliente: 6
[2025-04-08 00:47:44] VENDA LOJA 2 - ID: 137, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 4, Cliente: 1
[2025-04-08 00:47:45] VENDA LOJA 2 - ID: 140, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Loja: 5, Cliente: 13
[2025-04-08 00:47:46] VENDA LOJA 2 - ID: 143, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Loja: 6, Cliente: 9
[2025-04-08 00:47:47] VENDA LOJA 2 - ID: 146, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 7, Cliente: 5
[2025-04-08 00:47:47] VENDA LOJA 2 - ID: 149, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 8, Cliente: 7
[2025-04-08 00:47:48] VENDA LOJA 2 - ID: 152, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 9, Cliente: 15
[2025-04-08 00:47:49] VENDA LOJA 2 - ID: 154, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 10, Cliente: 9
[2025-04-08 00:47:50] VENDA LOJA 2 - ID: 159, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 11, Cliente: 17
[2025-04-08 00:47:50] VENDA LOJA 2 - ID: 163, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 12, Cliente: 11
[2025-04-08 00:47:51] VENDA LOJA 2 - ID: 165, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Loja: 13, Cliente: 8
[2025-04-08 00:47:52] VENDA LOJA 2 - ID: 169, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 14, Cliente: 16
[2025-04-08 00:47:53] VENDA LOJA 2 - ID: 172, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Loja: 15, Cliente: 1
[2025-04-08 00:47:54] VENDA LOJA 2 - ID: 175, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 16, Cliente: 2
[2025-04-08 00:47:54] VENDA LOJA 2 - ID: 179, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 17, Cliente: 6
[2025-04-08 00:47:55] VENDA LOJA 2 - ID: 181, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Loja: 18, Cliente: 13
[2025-04-08 00:47:59] VENDA LOJA 2 - ID: 184, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 19, Cliente: 2
[2025-04-08 00:47:59] VENDA LOJA 2 - ID: 186, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Loja: 20, Cliente: 5
[2025-04-08 00:48:00] VENDA LOJA 2 - ID: 190, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Loja: 21, Cliente: 0
[2025-04-08 00:48:00] VENDA LOJA 2 - ID: 193, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 22, Cliente: 6
[2025-04-08 00:48:00] VENDA LOJA 2 - ID: 196, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 23, Cliente: 14
[2025-04-08 00:48:00] VENDA LOJA 2 - ID: 198, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 24, Cliente: 19
[2025-04-08 00:48:01] VENDA LOJA 2 - ID: 201, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 25, Cliente: 4
[2025-04-08 00:48:01] VENDA LOJA 2 - ID: 205, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 26, Cliente: 11
[2025-04-08 00:48:02] VENDA LOJA 2 - ID: 207, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 27, Cliente: 8
[2025-04-08 00:48:03] VENDA LOJA 2 - ID: 209, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 28, Cliente: 2
[2025-04-08 00:48:05] VENDA LOJA 2 - ID: 214, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 29, Cliente: 5
[2025-04-08 00:48:06] VENDA LOJA 2 - ID: 217, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Loja: 30, Cliente: 19
[2025-04-08 00:48:06] VENDA LOJA 2 - ID: 220, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 31, Cliente: 13
[2025-04-08 00:48:06] VENDA LOJA 2 - ID: 224, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Loja: 32, Cliente: 17
[2025-04-08 00:48:06] VENDA LOJA 2 - ID: 227, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 33, Cliente: 3
[2025-04-08 00:48:08] VENDA LOJA 2 - ID: 230, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 34, Cliente: 3
[2025-04-08 00:48:08] VENDA LOJA 2 - ID: 233, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 35, Cliente: 1
[2025-04-08 00:48:09] VENDA LOJA 2 - ID: 236, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Loja: 36, Cliente: 12
[2025-04-08 00:48:09] VENDA LOJA 2 - ID: 239, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 37, Cliente: 11
[2025-04-08 00:48:10] VENDA LOJA 2 - ID: 242, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Loja: 38, Cliente: 7
[2025-04-08 00:48:11] VENDA LOJA 2 - ID: 245, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 39, Cliente: 0
[2025-04-08 00:48:12] VENDA LOJA 2 - ID: 247, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Loja: 0, Cliente: 2
[2025-04-08 00:48:13] VENDA LOJA 2 - ID: 251, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 1, Cliente: 10
[2025-04-08 00:48:13] VENDA LOJA 2 - ID: 252, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Loja: 2, Cliente: 17
[2025-04-08 00:48:14] VENDA LOJA 2 - ID: 256, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 3, Cliente: 9
[2025-04-08 00:48:15] VENDA LOJA 2 - ID: 259, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 4, Cliente: 15
[2025-04-08 00:48:16] VENDA LOJA 2 - ID: 261, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 5, Cliente: 3
[2025-04-08 00:48:16] VENDA LOJA 2 - ID: 264, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 6, Cliente: 19
[2025-04-08 00:48:17] VENDA LOJA 2 - ID: 267, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Loja: 7, Cliente: 2
[2025-04-08 00:48:18] VENDA LOJA 2 - ID: 270, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 8, Cliente: 1
[2025-04-08 00:48:19] VENDA LOJA 2 - ID: 274, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 9, Cliente: 0
[2025-04-08 00:48:19] VENDA LOJA 2 - ID: 276, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 10, Cliente: 5
[2025-04-08 00:48:20] VENDA LOJA 2 - ID: 279, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 11, Cliente: 8
[2025-04-08 00:48:21] VENDA LOJA 2 - ID: 283, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 12, Cliente: 11
[2025-04-08 00:48:21] VENDA LOJA 2 - ID: 286, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Loja: 13, Cliente: 10
[2025-04-08 00:48:22] VENDA LOJA 2 - ID: 289, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 14, Cliente: 6
[2025-04-08 00:48:23] VENDA LOJA 2 - ID: 293, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 15, Cliente: 12
[2025-04-08 00:48:24] VENDA LOJA 2 - ID: 295, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 16, Cliente: 0
[2025-04-08 00:48:25] VENDA LOJA 2 - ID: 298, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 17, Cliente: 14
[2025-04-08 00:48:26] VENDA LOJA 2 - ID: 301, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Loja: 18, Cliente: 15
[2025-04-08 00:48:26] VENDA LOJA 2 - ID: 305, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 19, Cliente: 18
[2025-04-08 00:48:27] VENDA LOJA 2 - ID: 308, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 20, Cliente: 19
[2025-04-08 00:48:28] VENDA LOJA 2 - ID: 311, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 21, Cliente: 2
[2025-04-08 00:48:29] VENDA LOJA 2 - ID: 313, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 22, Cliente: 5
[2025-04-08 00:48:29] VENDA LOJA 2 - ID: 316, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 23, Cliente: 13
[2025-04-08 00:48:30] VENDA LOJA 2 - ID: 319, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 24, Cliente: 9
[2025-04-08 00:48:30] VENDA LOJA 2 - ID: 320, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Loja: 25, Cliente: 4
[2025-04-08 00:48:31] VENDA LOJA 2 - ID: 323, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Loja: 26, Cliente: 15
[2025-04-08 00:48:32] VENDA LOJA 2 - ID: 327, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 27, Cliente: 10
[2025-04-08 00:48:33] VENDA LOJA 2 - ID: 331, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Loja: 28, Cliente: 8
[2025-04-08 00:48:34] VENDA LOJA 2 - ID: 334, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 29, Cliente: 3
[2025-04-08 00:48:34] VENDA LOJA 2 - ID: 337, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Loja: 30, Cliente: 5
[2025-04-08 00:48:35] VENDA LOJA 2 - ID: 340, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 31, Cliente: 1
[2025-04-08 00:48:36] VENDA LOJA 2 - ID: 343, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 32, Cliente: 19
[2025-04-08 00:48:37] VENDA LOJA 2 - ID: 347, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 33, Cliente: 17
[2025-04-08 00:48:38] VENDA LOJA 2 - ID: 350, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 34, Cliente: 4
[2025-04-08 00:48:39] VENDA LOJA 2 - ID: 353, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 35, Cliente: 15
[2025-04-08 00:48:39] VENDA LOJA 2 - ID: 357, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 36, Cliente: 10
[2025-04-08 00:48:40] VENDA LOJA 2 - ID: 360, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 37, Cliente: 14
[2025-04-08 00:48:41] VENDA LOJA 2 - ID: 362, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Loja: 38, Cliente: 15
[2025-04-08 00:48:42] VENDA LOJA 2 - ID: 365, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 39, Cliente: 3
[2025-04-08 00:48:43] VENDA LOJA 2 - ID: 368, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 0, Cliente: 9
[2025-04-08 00:48:44] VENDA LOJA 2 - ID: 372, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Loja: 1, Cliente: 7
[2025-04-08 00:48:44] VENDA LOJA 2 - ID: 375, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Loja: 2, Cliente: 3
[2025-04-08 00:48:45] VENDA LOJA 2 - ID: 377, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 3, Cliente: 2
[2025-04-08 00:48:46] VENDA LOJA 2 - ID: 381, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 4, Cliente: 13
[2025-04-08 00:48:47] VENDA LOJA 2 - ID: 384, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 5, Cliente: 11
[2025-04-08 00:48:48] VENDA LOJA 2 - ID: 387, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Loja: 6, Cliente: 19
[2025-04-08 00:48:48] VENDA LOJA 2 - ID: 390, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 7, Cliente: 16
[2025-04-08 00:48:49] VENDA LOJA 2 - ID: 393, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 8, Cliente: 9
[2025-04-08 00:48:50] VENDA LOJA 2 - ID: 395, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Loja: 9, Cliente: 8
[2025-04-08 00:48:51] VENDA LOJA 2 - ID: 399, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 10, Cliente: 2
[2025-04-08 00:48:52] VENDA LOJA 2 - ID: 402, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 11, Cliente: 4
[2025-04-08 00:48:54] VENDA LOJA 2 - ID: 405, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Loja: 12, Cliente: 6
[2025-04-08 00:48:59] VENDA LOJA 2 - ID: 408, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Loja: 13, Cliente: 4
[2025-04-08 00:48:59] VENDA LOJA 2 - ID: 413, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 14, Cliente: 16
[2025-04-08 00:49:00] VENDA LOJA 2 - ID: 416, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Loja: 15, Cliente: 4
[2025-04-08 00:49:01] VENDA LOJA 2 - ID: 419, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Loja: 16, Cliente: 11
[2025-04-08 00:49:01] VENDA LOJA 2 - ID: 422, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Loja: 17, Cliente: 13
[2025-04-08 00:49:03] VENDA LOJA 2 - ID: 426, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 18, Cliente: 12
[2025-04-08 00:49:04] VENDA LOJA 2 - ID: 428, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 19, Cliente: 9
[2025-04-08 00:49:05] VENDA LOJA 2 - ID: 432, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Loja: 20, Cliente: 3
[2025-04-08 00:49:05] VENDA LOJA 2 - ID: 434, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 21, Cliente: 8
[2025-04-08 00:49:06] VENDA LOJA 2 - ID: 436, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 22, Cliente: 8
[2025-04-08 00:49:07] VENDA LOJA 2 - ID: 438, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 23, Cliente: 4
[2025-04-08 00:49:08] VENDA LOJA 2 - ID: 441, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 24, Cliente: 15
[2025-04-08 00:49:10] VENDA LOJA 2 - ID: 444, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 25, Cliente: 2
[2025-04-08 00:49:10] VENDA LOJA 2 - ID: 448, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 26, Cliente: 10
[2025-04-08 00:49:10] VENDA LOJA 2 - ID: 450, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 27, Cliente: 11
[2025-04-08 00:49:11] VENDA LOJA 2 - ID: 454, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 28, Cliente: 8
[2025-04-08 00:49:11] VENDA LOJA 2 - ID: 457, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Loja: 29, Cliente: 13
[2025-04-08 00:49:12] VENDA LOJA 2 - ID: 460, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 30, Cliente: 4
[2025-04-08 00:49:12] VENDA LOJA 2 - ID: 462, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 31, Cliente: 8
[2025-04-08 00:49:14] VENDA LOJA 2 - ID: 466, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Loja: 32, Cliente: 12
[2025-04-08 00:49:14] VENDA LOJA 2 - ID: 469, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 33, Cliente: 15
[2025-04-08 00:49:15] VENDA LOJA 2 - ID: 471, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 34, Cliente: 12
[2025-04-08 00:49:15] VENDA LOJA 2 - ID: 474, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 35, Cliente: 10
