[2025-04-07 13:51:02] VENDA LOJA 1 - ID: 3, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 0, Cliente: 12
[2025-04-07 13:51:51] VENDA LOJA 1 - ID: 173, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 16, Cliente: 13
[2025-04-07 13:51:54] VENDA LOJA 1 - ID: 176, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 17, Cliente: 13
[2025-04-07 13:51:55] VENDA LOJA 1 - ID: 178, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 18, Cliente: 4
[2025-04-07 13:51:55] VENDA LOJA 1 - ID: 181, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 19, Cliente: 13
[2025-04-07 13:51:55] VENDA LOJA 1 - ID: 184, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 20, Cliente: 4
[2025-04-07 13:51:55] VENDA LOJA 1 - ID: 187, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 21, Cliente: 3
[2025-04-07 13:51:57] VENDA LOJA 1 - ID: 190, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 22, Cliente: 2
[2025-04-07 13:51:57] VENDA LOJA 1 - ID: 193, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 23, Cliente: 12
[2025-04-07 13:51:57] VENDA LOJA 1 - ID: 196, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Loja: 24, Cliente: 11
[2025-04-07 13:51:59] VENDA LOJA 1 - ID: 199, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 25, Cliente: 15
[2025-04-07 13:51:59] VENDA LOJA 1 - ID: 202, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 26, Cliente: 4
[2025-04-07 13:52:00] VENDA LOJA 1 - ID: 205, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 27, Cliente: 19
[2025-04-07 13:52:02] VENDA LOJA 1 - ID: 208, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 28, Cliente: 11
[2025-04-07 13:52:02] VENDA LOJA 1 - ID: 211, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 29, Cliente: 0
[2025-04-07 13:52:03] VENDA LOJA 1 - ID: 214, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 30, Cliente: 12
[2025-04-07 13:52:03] VENDA LOJA 1 - ID: 216, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 31, Cliente: 5
[2025-04-07 13:52:03] VENDA LOJA 1 - ID: 218, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Loja: 32, Cliente: 2
[2025-04-07 13:52:04] VENDA LOJA 1 - ID: 222, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 33, Cliente: 17
[2025-04-07 13:52:04] VENDA LOJA 1 - ID: 224, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 34, Cliente: 2
[2025-04-07 13:52:04] VENDA LOJA 1 - ID: 226, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 35, Cliente: 4
[2025-04-07 13:52:07] VENDA LOJA 1 - ID: 229, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Loja: 36, Cliente: 0
[2025-04-07 13:52:08] VENDA LOJA 1 - ID: 232, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira Loja: 37, Cliente: 13
[2025-04-07 13:52:08] VENDA LOJA 1 - ID: 234, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 38, Cliente: 11
[2025-04-07 13:52:09] VENDA LOJA 1 - ID: 236, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 39, Cliente: 1
[2025-04-07 13:52:10] VENDA LOJA 1 - ID: 240, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 0, Cliente: 1
[2025-04-07 13:52:11] VENDA LOJA 1 - ID: 241, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 1, Cliente: 9
[2025-04-07 13:52:13] VENDA LOJA 1 - ID: 244, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 2, Cliente: 5
[2025-04-07 13:52:14] VENDA LOJA 1 - ID: 247, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 3, Cliente: 11
[2025-04-07 13:52:15] VENDA LOJA 1 - ID: 251, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 4, Cliente: 16
[2025-04-07 13:52:16] VENDA LOJA 1 - ID: 253, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Loja: 5, Cliente: 1
[2025-04-07 13:52:16] VENDA LOJA 1 - ID: 256, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 6, Cliente: 14
[2025-04-07 13:52:16] VENDA LOJA 1 - ID: 259, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Loja: 7, Cliente: 10
[2025-04-07 13:52:17] VENDA LOJA 1 - ID: 263, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 8, Cliente: 7
[2025-04-07 13:52:17] VENDA LOJA 1 - ID: 266, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 9, Cliente: 0
[2025-04-07 13:52:19] VENDA LOJA 1 - ID: 268, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 10, Cliente: 0
[2025-04-07 13:52:19] VENDA LOJA 1 - ID: 271, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 11, Cliente: 4
[2025-04-07 13:52:20] VENDA LOJA 1 - ID: 274, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 12, Cliente: 9
[2025-04-07 13:52:21] VENDA LOJA 1 - ID: 277, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 13, Cliente: 1
[2025-04-07 13:52:21] VENDA LOJA 1 - ID: 280, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 14, Cliente: 14
[2025-04-07 13:52:22] VENDA LOJA 1 - ID: 283, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 15, Cliente: 18
[2025-04-07 13:52:22] VENDA LOJA 1 - ID: 287, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 16, Cliente: 13
[2025-04-07 13:52:23] VENDA LOJA 1 - ID: 290, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Loja: 17, Cliente: 7
[2025-04-07 13:52:23] VENDA LOJA 1 - ID: 293, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 18, Cliente: 2
[2025-04-07 13:52:23] VENDA LOJA 1 - ID: 296, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 19, Cliente: 13
[2025-04-07 13:52:23] VENDA LOJA 1 - ID: 299, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 20, Cliente: 12
[2025-04-07 13:52:25] VENDA LOJA 1 - ID: 302, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 21, Cliente: 4
[2025-04-07 13:52:28] VENDA LOJA 1 - ID: 305, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Loja: 22, Cliente: 7
[2025-04-07 13:52:30] VENDA LOJA 1 - ID: 308, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Loja: 23, Cliente: 16
[2025-04-07 13:52:30] VENDA LOJA 1 - ID: 312, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 24, Cliente: 17
[2025-04-07 13:52:31] VENDA LOJA 1 - ID: 315, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 25, Cliente: 4
[2025-04-07 13:52:31] VENDA LOJA 1 - ID: 318, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 26, Cliente: 14
[2025-04-07 13:52:32] VENDA LOJA 1 - ID: 321, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 27, Cliente: 6
[2025-04-07 13:52:33] VENDA LOJA 1 - ID: 324, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 28, Cliente: 13
[2025-04-07 13:52:33] VENDA LOJA 1 - ID: 327, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Loja: 29, Cliente: 2
[2025-04-07 13:52:33] VENDA LOJA 1 - ID: 331, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 30, Cliente: 5
[2025-04-07 13:52:35] VENDA LOJA 1 - ID: 333, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Loja: 31, Cliente: 9
[2025-04-07 13:52:36] VENDA LOJA 1 - ID: 336, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Loja: 32, Cliente: 4
[2025-04-07 13:52:36] VENDA LOJA 1 - ID: 340, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 33, Cliente: 6
[2025-04-07 13:52:36] VENDA LOJA 1 - ID: 343, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 34, Cliente: 18
[2025-04-07 13:52:37] VENDA LOJA 1 - ID: 346, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 35, Cliente: 16
[2025-04-07 13:52:38] VENDA LOJA 1 - ID: 347, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 36, Cliente: 2
[2025-04-07 13:52:39] VENDA LOJA 1 - ID: 350, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 37, Cliente: 12
[2025-04-07 13:52:39] VENDA LOJA 1 - ID: 353, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 38, Cliente: 9
[2025-04-07 13:52:40] VENDA LOJA 1 - ID: 355, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 39, Cliente: 14
[2025-04-07 13:52:40] VENDA LOJA 1 - ID: 359, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Loja: 0, Cliente: 0
[2025-04-07 13:52:40] VENDA LOJA 1 - ID: 362, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 1, Cliente: 0
[2025-04-07 13:52:43] VENDA LOJA 1 - ID: 364, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 2, Cliente: 12
[2025-04-07 13:52:43] VENDA LOJA 1 - ID: 366, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Loja: 3, Cliente: 5
[2025-04-07 13:52:44] VENDA LOJA 1 - ID: 369, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 4, Cliente: 19
[2025-04-07 13:52:44] VENDA LOJA 1 - ID: 372, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 5, Cliente: 12
[2025-04-07 13:52:45] VENDA LOJA 1 - ID: 374, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 6, Cliente: 10
[2025-04-07 13:52:45] VENDA LOJA 1 - ID: 376, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 7, Cliente: 4
[2025-04-07 13:52:46] VENDA LOJA 1 - ID: 380, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Loja: 8, Cliente: 11
[2025-04-07 13:52:47] VENDA LOJA 1 - ID: 382, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 9, Cliente: 3
[2025-04-07 13:52:49] VENDA LOJA 1 - ID: 385, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Loja: 10, Cliente: 18
[2025-04-07 13:52:49] VENDA LOJA 1 - ID: 388, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 11, Cliente: 10
[2025-04-07 13:52:50] VENDA LOJA 1 - ID: 391, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 12, Cliente: 9
[2025-04-07 13:52:50] VENDA LOJA 1 - ID: 394, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Loja: 13, Cliente: 18
[2025-04-07 13:52:50] VENDA LOJA 1 - ID: 396, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Loja: 14, Cliente: 5
[2025-04-07 13:52:52] VENDA LOJA 1 - ID: 398, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 15, Cliente: 6
[2025-04-07 13:52:52] VENDA LOJA 1 - ID: 401, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Loja: 16, Cliente: 0
[2025-04-07 13:52:53] VENDA LOJA 1 - ID: 404, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Loja: 17, Cliente: 3
[2025-04-07 13:52:55] VENDA LOJA 1 - ID: 407, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 18, Cliente: 5
[2025-04-07 13:52:55] VENDA LOJA 1 - ID: 410, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 19, Cliente: 15
[2025-04-07 13:52:56] VENDA LOJA 1 - ID: 413, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 20, Cliente: 13
[2025-04-07 13:52:56] VENDA LOJA 1 - ID: 417, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 21, Cliente: 1
[2025-04-07 13:52:57] VENDA LOJA 1 - ID: 419, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 22, Cliente: 18
[2025-04-07 13:52:57] VENDA LOJA 1 - ID: 423, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Loja: 23, Cliente: 11
[2025-04-07 13:52:58] VENDA LOJA 1 - ID: 425, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Loja: 24, Cliente: 2
[2025-04-07 13:52:58] VENDA LOJA 1 - ID: 428, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Loja: 25, Cliente: 0
[2025-04-07 13:52:59] VENDA LOJA 1 - ID: 431, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 26, Cliente: 12
[2025-04-07 13:52:59] VENDA LOJA 1 - ID: 434, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 27, Cliente: 10
[2025-04-07 13:53:03] VENDA LOJA 1 - ID: 438, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 28, Cliente: 16
[2025-04-07 13:53:03] VENDA LOJA 1 - ID: 441, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 29, Cliente: 9
[2025-04-07 13:53:04] VENDA LOJA 1 - ID: 442, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 30, Cliente: 17
[2025-04-07 13:53:04] VENDA LOJA 1 - ID: 445, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 31, Cliente: 15
[2025-04-07 13:53:04] VENDA LOJA 1 - ID: 448, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Loja: 32, Cliente: 5
[2025-04-07 13:53:06] VENDA LOJA 1 - ID: 451, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 33, Cliente: 19
[2025-04-07 13:53:06] VENDA LOJA 1 - ID: 454, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 34, Cliente: 11
[2025-04-07 13:53:07] VENDA LOJA 1 - ID: 457, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 35, Cliente: 1
[2025-04-07 13:53:08] VENDA LOJA 1 - ID: 460, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 36, Cliente: 9
