[2025-04-07 13:51:02] VENDA LOJA 2 - ID: 7, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 0, Cliente: 13
[2025-04-07 13:51:29] VENDA LOJA 2 - ID: 108, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Loja: 34, Cliente: 9
[2025-04-07 13:51:29] VENDA LOJA 2 - ID: 111, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 35, Cliente: 7
[2025-04-07 13:51:30] VENDA LOJA 2 - ID: 113, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 36, Cliente: 1
[2025-04-07 13:51:31] VENDA LOJA 2 - ID: 117, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 37, Cliente: 10
[2025-04-07 13:51:32] VENDA LOJA 2 - ID: 119, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 38, Cliente: 11
[2025-04-07 13:51:32] VENDA LOJA 2 - ID: 123, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Loja: 39, Cliente: 19
[2025-04-07 13:51:33] VENDA LOJA 2 - ID: 127, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 0, Cliente: 8
[2025-04-07 13:51:34] VENDA LOJA 2 - ID: 130, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 1, Cliente: 9
[2025-04-07 13:51:35] VENDA LOJA 2 - ID: 133, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 2, Cliente: 17
[2025-04-07 13:51:36] VENDA LOJA 2 - ID: 137, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 3, Cliente: 5
[2025-04-07 13:51:37] VENDA LOJA 2 - ID: 140, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Loja: 4, Cliente: 3
[2025-04-07 13:51:38] VENDA LOJA 2 - ID: 143, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Loja: 5, Cliente: 4
[2025-04-07 13:51:39] VENDA LOJA 2 - ID: 146, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 6, Cliente: 10
[2025-04-07 13:51:40] VENDA LOJA 2 - ID: 150, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Loja: 7, Cliente: 6
[2025-04-07 13:51:40] VENDA LOJA 2 - ID: 151, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 8, Cliente: 7
[2025-04-07 13:51:41] VENDA LOJA 2 - ID: 156, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Loja: 9, Cliente: 0
[2025-04-07 13:51:42] VENDA LOJA 2 - ID: 160, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 10, Cliente: 16
[2025-04-07 13:51:43] VENDA LOJA 2 - ID: 162, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 11, Cliente: 4
[2025-04-07 13:51:43] VENDA LOJA 2 - ID: 165, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Loja: 12, Cliente: 13
[2025-04-07 13:51:44] VENDA LOJA 2 - ID: 170, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Loja: 13, Cliente: 17
[2025-04-07 13:51:45] VENDA LOJA 2 - ID: 172, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 14, Cliente: 16
[2025-04-07 13:51:46] VENDA LOJA 2 - ID: 175, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 15, Cliente: 2
[2025-04-07 13:51:46] VENDA LOJA 2 - ID: 179, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 16, Cliente: 14
[2025-04-07 13:51:48] VENDA LOJA 2 - ID: 182, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Loja: 17, Cliente: 7
[2025-04-07 13:51:50] VENDA LOJA 2 - ID: 185, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Loja: 18, Cliente: 4
[2025-04-07 13:51:51] VENDA LOJA 2 - ID: 188, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 19, Cliente: 5
[2025-04-07 13:51:52] VENDA LOJA 2 - ID: 191, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 20, Cliente: 11
[2025-04-07 13:51:53] VENDA LOJA 2 - ID: 194, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Loja: 21, Cliente: 1
[2025-04-07 13:51:54] VENDA LOJA 2 - ID: 198, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 22, Cliente: 15
[2025-04-07 13:51:54] VENDA LOJA 2 - ID: 201, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 23, Cliente: 6
[2025-04-07 13:51:56] VENDA LOJA 2 - ID: 204, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 24, Cliente: 10
[2025-04-07 13:52:00] VENDA LOJA 2 - ID: 206, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 25, Cliente: 10
[2025-04-07 13:52:01] VENDA LOJA 2 - ID: 209, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 26, Cliente: 4
[2025-04-07 13:52:01] VENDA LOJA 2 - ID: 213, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Loja: 27, Cliente: 15
[2025-04-07 13:52:02] VENDA LOJA 2 - ID: 217, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 28, Cliente: 8
[2025-04-07 13:52:04] VENDA LOJA 2 - ID: 221, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Loja: 29, Cliente: 8
[2025-04-07 13:52:05] VENDA LOJA 2 - ID: 223, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 30, Cliente: 17
[2025-04-07 13:52:05] VENDA LOJA 2 - ID: 227, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 31, Cliente: 14
[2025-04-07 13:52:05] VENDA LOJA 2 - ID: 230, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Loja: 32, Cliente: 19
[2025-04-07 13:52:06] VENDA LOJA 2 - ID: 233, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 33, Cliente: 10
[2025-04-07 13:52:06] VENDA LOJA 2 - ID: 237, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 34, Cliente: 6
[2025-04-07 13:52:08] VENDA LOJA 2 - ID: 239, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 35, Cliente: 5
[2025-04-07 13:52:09] VENDA LOJA 2 - ID: 242, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Loja: 36, Cliente: 2
[2025-04-07 13:52:11] VENDA LOJA 2 - ID: 245, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Loja: 37, Cliente: 19
[2025-04-07 13:52:11] VENDA LOJA 2 - ID: 248, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Loja: 38, Cliente: 19
[2025-04-07 13:52:12] VENDA LOJA 2 - ID: 250, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 39, Cliente: 0
[2025-04-07 13:52:13] VENDA LOJA 2 - ID: 254, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Loja: 0, Cliente: 7
[2025-04-07 13:52:13] VENDA LOJA 2 - ID: 257, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 1, Cliente: 13
[2025-04-07 13:52:15] VENDA LOJA 2 - ID: 260, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Loja: 2, Cliente: 15
[2025-04-07 13:52:17] VENDA LOJA 2 - ID: 262, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 3, Cliente: 5
[2025-04-07 13:52:18] VENDA LOJA 2 - ID: 267, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Loja: 4, Cliente: 13
[2025-04-07 13:52:20] VENDA LOJA 2 - ID: 270, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Loja: 5, Cliente: 11
[2025-04-07 13:52:20] VENDA LOJA 2 - ID: 273, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Loja: 6, Cliente: 11
[2025-04-07 13:52:21] VENDA LOJA 2 - ID: 276, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Loja: 7, Cliente: 17
[2025-04-07 13:52:22] VENDA LOJA 2 - ID: 279, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 8, Cliente: 10
[2025-04-07 13:52:24] VENDA LOJA 2 - ID: 282, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 9, Cliente: 15
[2025-04-07 13:52:24] VENDA LOJA 2 - ID: 285, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Loja: 10, Cliente: 12
[2025-04-07 13:52:25] VENDA LOJA 2 - ID: 288, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 11, Cliente: 17
[2025-04-07 13:52:26] VENDA LOJA 2 - ID: 291, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 12, Cliente: 11
[2025-04-07 13:52:26] VENDA LOJA 2 - ID: 294, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 13, Cliente: 6
[2025-04-07 13:52:27] VENDA LOJA 2 - ID: 298, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 14, Cliente: 5
[2025-04-07 13:52:27] VENDA LOJA 2 - ID: 301, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 15, Cliente: 3
[2025-04-07 13:52:28] VENDA LOJA 2 - ID: 304, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 16, Cliente: 13
[2025-04-07 13:52:28] VENDA LOJA 2 - ID: 307, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 17, Cliente: 2
[2025-04-07 13:52:28] VENDA LOJA 2 - ID: 310, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 18, Cliente: 15
[2025-04-07 13:52:29] VENDA LOJA 2 - ID: 313, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 19, Cliente: 9
[2025-04-07 13:52:30] VENDA LOJA 2 - ID: 316, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Loja: 20, Cliente: 12
[2025-04-07 13:52:31] VENDA LOJA 2 - ID: 320, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 21, Cliente: 0
[2025-04-07 13:52:31] VENDA LOJA 2 - ID: 322, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 22, Cliente: 16
[2025-04-07 13:52:31] VENDA LOJA 2 - ID: 325, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 23, Cliente: 17
[2025-04-07 13:52:31] VENDA LOJA 2 - ID: 329, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 24, Cliente: 6
[2025-04-07 13:52:31] VENDA LOJA 2 - ID: 332, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 25, Cliente: 8
[2025-04-07 13:52:32] VENDA LOJA 2 - ID: 335, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Loja: 26, Cliente: 18
[2025-04-07 13:52:33] VENDA LOJA 2 - ID: 338, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 27, Cliente: 3
[2025-04-07 13:52:33] VENDA LOJA 2 - ID: 341, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Loja: 28, Cliente: 15
[2025-04-07 13:52:34] VENDA LOJA 2 - ID: 345, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 29, Cliente: 15
[2025-04-07 13:52:37] VENDA LOJA 2 - ID: 348, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Loja: 30, Cliente: 7
[2025-04-07 13:52:38] VENDA LOJA 2 - ID: 352, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira Loja: 31, Cliente: 13
[2025-04-07 13:52:40] VENDA LOJA 2 - ID: 354, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 32, Cliente: 8
[2025-04-07 13:52:41] VENDA LOJA 2 - ID: 357, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 33, Cliente: 8
[2025-04-07 13:52:41] VENDA LOJA 2 - ID: 360, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 34, Cliente: 6
[2025-04-07 13:52:41] VENDA LOJA 2 - ID: 365, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Loja: 35, Cliente: 11
[2025-04-07 13:52:42] VENDA LOJA 2 - ID: 367, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 36, Cliente: 16
[2025-04-07 13:52:42] VENDA LOJA 2 - ID: 370, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 37, Cliente: 13
[2025-04-07 13:52:42] VENDA LOJA 2 - ID: 373, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Loja: 38, Cliente: 6
[2025-04-07 13:52:42] VENDA LOJA 2 - ID: 377, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 39, Cliente: 1
[2025-04-07 13:52:43] VENDA LOJA 2 - ID: 379, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 0, Cliente: 13
[2025-04-07 13:52:44] VENDA LOJA 2 - ID: 383, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Loja: 1, Cliente: 5
[2025-04-07 13:52:45] VENDA LOJA 2 - ID: 386, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 2, Cliente: 19
[2025-04-07 13:52:45] VENDA LOJA 2 - ID: 389, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 3, Cliente: 14
[2025-04-07 13:52:46] VENDA LOJA 2 - ID: 393, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Loja: 4, Cliente: 0
[2025-04-07 13:52:47] VENDA LOJA 2 - ID: 397, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 5, Cliente: 13
[2025-04-07 13:52:48] VENDA LOJA 2 - ID: 400, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 6, Cliente: 7
[2025-04-07 13:52:48] VENDA LOJA 2 - ID: 402, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 7, Cliente: 2
[2025-04-07 13:52:48] VENDA LOJA 2 - ID: 405, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Loja: 8, Cliente: 3
[2025-04-07 13:52:51] VENDA LOJA 2 - ID: 409, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira Loja: 9, Cliente: 11
[2025-04-07 13:52:51] VENDA LOJA 2 - ID: 412, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Loja: 10, Cliente: 0
[2025-04-07 13:52:51] VENDA LOJA 2 - ID: 414, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 11, Cliente: 16
[2025-04-07 13:52:51] VENDA LOJA 2 - ID: 416, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 12, Cliente: 4
[2025-04-07 13:52:51] VENDA LOJA 2 - ID: 420, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 13, Cliente: 17
[2025-04-07 13:52:51] VENDA LOJA 2 - ID: 424, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 14, Cliente: 9
[2025-04-07 13:52:52] VENDA LOJA 2 - ID: 427, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 15, Cliente: 2
[2025-04-07 13:52:52] VENDA LOJA 2 - ID: 430, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 16, Cliente: 17
[2025-04-07 13:52:52] VENDA LOJA 2 - ID: 433, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 17, Cliente: 4
[2025-04-07 13:52:54] VENDA LOJA 2 - ID: 436, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Loja: 18, Cliente: 15
[2025-04-07 13:52:55] VENDA LOJA 2 - ID: 440, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 19, Cliente: 19
[2025-04-07 13:52:56] VENDA LOJA 2 - ID: 444, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 20, Cliente: 6
[2025-04-07 13:52:56] VENDA LOJA 2 - ID: 446, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 21, Cliente: 18
[2025-04-07 13:52:57] VENDA LOJA 2 - ID: 450, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Loja: 22, Cliente: 7
[2025-04-07 13:52:57] VENDA LOJA 2 - ID: 453, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Loja: 23, Cliente: 17
[2025-04-07 13:52:58] VENDA LOJA 2 - ID: 455, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 24, Cliente: 16
[2025-04-07 13:53:00] VENDA LOJA 2 - ID: 458, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 25, Cliente: 15
[2025-04-07 13:53:01] VENDA LOJA 2 - ID: 461, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Loja: 26, Cliente: 13
[2025-04-07 13:53:02] VENDA LOJA 2 - ID: 464, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 27, Cliente: 4
[2025-04-07 13:53:02] VENDA LOJA 2 - ID: 466, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 28, Cliente: 18
[2025-04-07 13:53:03] VENDA LOJA 2 - ID: 470, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Loja: 29, Cliente: 17
[2025-04-07 13:53:03] VENDA LOJA 2 - ID: 473, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 30, Cliente: 12
[2025-04-07 13:53:04] VENDA LOJA 2 - ID: 474, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 31, Cliente: 16
[2025-04-07 13:53:04] VENDA LOJA 2 - ID: 478, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 32, Cliente: 6
[2025-04-07 13:53:06] VENDA LOJA 2 - ID: 481, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 33, Cliente: 4
[2025-04-07 13:53:07] VENDA LOJA 2 - ID: 484, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 34, Cliente: 11
[2025-04-07 13:53:07] VENDA LOJA 2 - ID: 488, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Loja: 35, Cliente: 9
[2025-04-07 13:53:09] VENDA LOJA 2 - ID: 492, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 36, Cliente: 17
