[2025-04-07 13:51:02] RECEBIMENTO LOJA 1 - ID: 3, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 0
[2025-04-07 13:51:25] RECEBIMENTO LOJA 1 - ID: 91, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 29
[2025-04-07 13:51:25] RECEBIMENTO LOJA 1 - ID: 94, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Loja: 30
[2025-04-07 13:51:26] RECEBIMENTO LOJA 1 - ID: 97, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 31
[2025-04-07 13:51:27] RECEBIMENTO LOJA 1 - ID: 100, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 32
[2025-04-07 13:51:27] RECEBIMENTO LOJA 1 - ID: 103, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 33
[2025-04-07 13:51:28] RECEBIMENTO LOJA 1 - ID: 106, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 34
[2025-04-07 13:51:29] RECEBIMENTO LOJA 1 - ID: 109, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 35
[2025-04-07 13:51:30] RECEBIMENTO LOJA 1 - ID: 112, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira Loja: 36
[2025-04-07 13:51:30] RECEBIMENTO LOJA 1 - ID: 115, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Loja: 37
[2025-04-07 13:51:31] RECEBIMENTO LOJA 1 - ID: 118, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 38
[2025-04-07 13:51:32] RECEBIMENTO LOJA 1 - ID: 121, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 39
[2025-04-07 13:51:33] RECEBIMENTO LOJA 1 - ID: 125, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 0
[2025-04-07 13:51:34] RECEBIMENTO LOJA 1 - ID: 128, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Loja: 1
[2025-04-07 13:51:35] RECEBIMENTO LOJA 1 - ID: 131, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 2
[2025-04-07 13:51:35] RECEBIMENTO LOJA 1 - ID: 134, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 3
[2025-04-07 13:51:36] RECEBIMENTO LOJA 1 - ID: 135, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Loja: 4
[2025-04-07 13:51:37] RECEBIMENTO LOJA 1 - ID: 138, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 5
[2025-04-07 13:51:37] RECEBIMENTO LOJA 1 - ID: 141, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 6
[2025-04-07 13:51:38] RECEBIMENTO LOJA 1 - ID: 145, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Loja: 7
[2025-04-07 13:51:39] RECEBIMENTO LOJA 1 - ID: 147, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Loja: 8
[2025-04-07 13:51:40] RECEBIMENTO LOJA 1 - ID: 152, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 9
[2025-04-07 13:51:40] RECEBIMENTO LOJA 1 - ID: 154, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 10
[2025-04-07 13:51:41] RECEBIMENTO LOJA 1 - ID: 157, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 11
[2025-04-07 13:51:42] RECEBIMENTO LOJA 1 - ID: 161, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Loja: 12
[2025-04-07 13:51:43] RECEBIMENTO LOJA 1 - ID: 164, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Loja: 13
[2025-04-07 13:51:43] RECEBIMENTO LOJA 1 - ID: 166, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 14
[2025-04-07 13:51:44] RECEBIMENTO LOJA 1 - ID: 167, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 15
[2025-04-07 13:51:45] RECEBIMENTO LOJA 1 - ID: 173, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 16
[2025-04-07 13:51:46] RECEBIMENTO LOJA 1 - ID: 176, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 17
[2025-04-07 13:51:46] RECEBIMENTO LOJA 1 - ID: 178, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 18
[2025-04-07 13:51:47] RECEBIMENTO LOJA 1 - ID: 181, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 19
[2025-04-07 13:51:48] RECEBIMENTO LOJA 1 - ID: 184, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 20
[2025-04-07 13:51:49] RECEBIMENTO LOJA 1 - ID: 187, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 21
[2025-04-07 13:51:49] RECEBIMENTO LOJA 1 - ID: 190, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 22
[2025-04-07 13:51:50] RECEBIMENTO LOJA 1 - ID: 193, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 23
[2025-04-07 13:51:51] RECEBIMENTO LOJA 1 - ID: 196, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Loja: 24
[2025-04-07 13:51:51] RECEBIMENTO LOJA 1 - ID: 199, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 25
[2025-04-07 13:51:52] RECEBIMENTO LOJA 1 - ID: 202, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 26
[2025-04-07 13:51:53] RECEBIMENTO LOJA 1 - ID: 205, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 27
[2025-04-07 13:51:53] RECEBIMENTO LOJA 1 - ID: 208, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 28
[2025-04-07 13:51:54] RECEBIMENTO LOJA 1 - ID: 211, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 29
[2025-04-07 13:51:55] RECEBIMENTO LOJA 1 - ID: 214, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 30
[2025-04-07 13:51:55] RECEBIMENTO LOJA 1 - ID: 216, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 31
[2025-04-07 13:51:56] RECEBIMENTO LOJA 1 - ID: 218, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Loja: 32
[2025-04-07 13:51:57] RECEBIMENTO LOJA 1 - ID: 222, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 33
[2025-04-07 13:51:58] RECEBIMENTO LOJA 1 - ID: 224, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 34
[2025-04-07 13:51:58] RECEBIMENTO LOJA 1 - ID: 226, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 35
[2025-04-07 13:51:59] RECEBIMENTO LOJA 1 - ID: 229, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Loja: 36
[2025-04-07 13:52:00] RECEBIMENTO LOJA 1 - ID: 232, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira Loja: 37
[2025-04-07 13:52:00] RECEBIMENTO LOJA 1 - ID: 234, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 38
[2025-04-07 13:52:01] RECEBIMENTO LOJA 1 - ID: 236, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 39
[2025-04-07 13:52:02] RECEBIMENTO LOJA 1 - ID: 240, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 0
[2025-04-07 13:52:02] RECEBIMENTO LOJA 1 - ID: 241, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 1
[2025-04-07 13:52:03] RECEBIMENTO LOJA 1 - ID: 244, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 2
[2025-04-07 13:52:04] RECEBIMENTO LOJA 1 - ID: 247, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 3
[2025-04-07 13:52:05] RECEBIMENTO LOJA 1 - ID: 251, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 4
[2025-04-07 13:52:05] RECEBIMENTO LOJA 1 - ID: 253, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Loja: 5
[2025-04-07 13:52:06] RECEBIMENTO LOJA 1 - ID: 256, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 6
[2025-04-07 13:52:06] RECEBIMENTO LOJA 1 - ID: 259, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Loja: 7
[2025-04-07 13:52:07] RECEBIMENTO LOJA 1 - ID: 263, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 8
[2025-04-07 13:52:08] RECEBIMENTO LOJA 1 - ID: 266, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 9
[2025-04-07 13:52:09] RECEBIMENTO LOJA 1 - ID: 268, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 10
[2025-04-07 13:52:09] RECEBIMENTO LOJA 1 - ID: 271, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 11
[2025-04-07 13:52:10] RECEBIMENTO LOJA 1 - ID: 274, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 12
[2025-04-07 13:52:11] RECEBIMENTO LOJA 1 - ID: 277, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 13
[2025-04-07 13:52:12] RECEBIMENTO LOJA 1 - ID: 280, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 14
[2025-04-07 13:52:13] RECEBIMENTO LOJA 1 - ID: 283, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 15
[2025-04-07 13:52:14] RECEBIMENTO LOJA 1 - ID: 287, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 16
[2025-04-07 13:52:14] RECEBIMENTO LOJA 1 - ID: 290, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Loja: 17
[2025-04-07 13:52:15] RECEBIMENTO LOJA 1 - ID: 293, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 18
[2025-04-07 13:52:16] RECEBIMENTO LOJA 1 - ID: 296, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 19
[2025-04-07 13:52:17] RECEBIMENTO LOJA 1 - ID: 299, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 20
[2025-04-07 13:52:17] RECEBIMENTO LOJA 1 - ID: 302, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 21
[2025-04-07 13:52:18] RECEBIMENTO LOJA 1 - ID: 305, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Loja: 22
[2025-04-07 13:52:19] RECEBIMENTO LOJA 1 - ID: 308, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Loja: 23
[2025-04-07 13:52:20] RECEBIMENTO LOJA 1 - ID: 312, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 24
[2025-04-07 13:52:21] RECEBIMENTO LOJA 1 - ID: 315, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 25
[2025-04-07 13:52:22] RECEBIMENTO LOJA 1 - ID: 318, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 26
[2025-04-07 13:52:22] RECEBIMENTO LOJA 1 - ID: 321, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 27
[2025-04-07 13:52:23] RECEBIMENTO LOJA 1 - ID: 324, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 28
[2025-04-07 13:52:24] RECEBIMENTO LOJA 1 - ID: 327, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Loja: 29
[2025-04-07 13:52:25] RECEBIMENTO LOJA 1 - ID: 331, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 30
[2025-04-07 13:52:25] RECEBIMENTO LOJA 1 - ID: 333, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Loja: 31
[2025-04-07 13:52:26] RECEBIMENTO LOJA 1 - ID: 336, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Loja: 32
[2025-04-07 13:52:27] RECEBIMENTO LOJA 1 - ID: 340, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 33
[2025-04-07 13:52:28] RECEBIMENTO LOJA 1 - ID: 343, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 34
[2025-04-07 13:52:28] RECEBIMENTO LOJA 1 - ID: 346, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 35
[2025-04-07 13:52:29] RECEBIMENTO LOJA 1 - ID: 347, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 36
[2025-04-07 13:52:30] RECEBIMENTO LOJA 1 - ID: 350, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 37
[2025-04-07 13:52:30] RECEBIMENTO LOJA 1 - ID: 353, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 38
[2025-04-07 13:52:31] RECEBIMENTO LOJA 1 - ID: 355, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 39
[2025-04-07 13:52:32] RECEBIMENTO LOJA 1 - ID: 359, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Loja: 0
[2025-04-07 13:52:33] RECEBIMENTO LOJA 1 - ID: 362, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 1
[2025-04-07 13:52:33] RECEBIMENTO LOJA 1 - ID: 364, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 2
[2025-04-07 13:52:34] RECEBIMENTO LOJA 1 - ID: 366, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Loja: 3
[2025-04-07 13:52:34] RECEBIMENTO LOJA 1 - ID: 369, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 4
[2025-04-07 13:52:35] RECEBIMENTO LOJA 1 - ID: 372, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 5
[2025-04-07 13:52:35] RECEBIMENTO LOJA 1 - ID: 374, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 6
[2025-04-07 13:52:36] RECEBIMENTO LOJA 1 - ID: 376, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Loja: 7
[2025-04-07 13:52:37] RECEBIMENTO LOJA 1 - ID: 380, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Loja: 8
[2025-04-07 13:52:38] RECEBIMENTO LOJA 1 - ID: 382, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 9
[2025-04-07 13:52:38] RECEBIMENTO LOJA 1 - ID: 385, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Loja: 10
[2025-04-07 13:52:39] RECEBIMENTO LOJA 1 - ID: 388, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 11
[2025-04-07 13:52:40] RECEBIMENTO LOJA 1 - ID: 391, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Loja: 12
[2025-04-07 13:52:41] RECEBIMENTO LOJA 1 - ID: 394, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Loja: 13
[2025-04-07 13:52:41] RECEBIMENTO LOJA 1 - ID: 396, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Loja: 14
[2025-04-07 13:52:42] RECEBIMENTO LOJA 1 - ID: 398, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 15
[2025-04-07 13:52:42] RECEBIMENTO LOJA 1 - ID: 401, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Loja: 16
[2025-04-07 13:52:43] RECEBIMENTO LOJA 1 - ID: 404, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Loja: 17
[2025-04-07 13:52:44] RECEBIMENTO LOJA 1 - ID: 407, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Loja: 18
[2025-04-07 13:52:45] RECEBIMENTO LOJA 1 - ID: 410, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 19
[2025-04-07 13:52:46] RECEBIMENTO LOJA 1 - ID: 413, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 20
[2025-04-07 13:52:46] RECEBIMENTO LOJA 1 - ID: 417, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 21
[2025-04-07 13:52:47] RECEBIMENTO LOJA 1 - ID: 419, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 22
[2025-04-07 13:52:48] RECEBIMENTO LOJA 1 - ID: 423, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Loja: 23
[2025-04-07 13:52:48] RECEBIMENTO LOJA 1 - ID: 425, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Loja: 24
[2025-04-07 13:52:49] RECEBIMENTO LOJA 1 - ID: 428, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Loja: 25
[2025-04-07 13:52:50] RECEBIMENTO LOJA 1 - ID: 431, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 26
[2025-04-07 13:52:51] RECEBIMENTO LOJA 1 - ID: 434, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 27
[2025-04-07 13:52:52] RECEBIMENTO LOJA 1 - ID: 438, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 28
[2025-04-07 13:52:52] RECEBIMENTO LOJA 1 - ID: 441, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 29
[2025-04-07 13:52:53] RECEBIMENTO LOJA 1 - ID: 442, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 30
[2025-04-07 13:52:54] RECEBIMENTO LOJA 1 - ID: 445, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 31
[2025-04-07 13:52:54] RECEBIMENTO LOJA 1 - ID: 448, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Loja: 32
[2025-04-07 13:52:55] RECEBIMENTO LOJA 1 - ID: 451, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 33
[2025-04-07 13:52:56] RECEBIMENTO LOJA 1 - ID: 454, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 34
[2025-04-07 13:52:56] RECEBIMENTO LOJA 1 - ID: 457, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 35
[2025-04-07 13:52:57] RECEBIMENTO LOJA 1 - ID: 460, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 36
[2025-04-07 13:52:58] RECEBIMENTO LOJA 1 - ID: 463, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 37
[2025-04-07 13:52:59] RECEBIMENTO LOJA 1 - ID: 467, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 38
[2025-04-07 13:53:00] RECEBIMENTO LOJA 1 - ID: 469, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Loja: 39
[2025-04-07 13:53:00] RECEBIMENTO LOJA 1 - ID: 471, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 0
[2025-04-07 13:53:01] RECEBIMENTO LOJA 1 - ID: 476, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 1
