[2025-04-07 13:51:02] RECEBIMENTO LOJA 0 - ID: 8, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 0
[2025-04-07 13:51:25] RECEBIMENTO LOJA 0 - ID: 93, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 32
[2025-04-07 13:51:26] RECEBIMENTO LOJA 0 - ID: 96, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 33
[2025-04-07 13:51:26] RECEBIMENTO LOJA 0 - ID: 99, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 34
[2025-04-07 13:51:27] RECEBIMENTO LOJA 0 - ID: 102, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 35
[2025-04-07 13:51:28] RECEBIMENTO LOJA 0 - ID: 105, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 36
[2025-04-07 13:51:29] RECEBIMENTO LOJA 0 - ID: 107, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 37
[2025-04-07 13:51:29] RECEBIMENTO LOJA 0 - ID: 110, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 38
[2025-04-07 13:51:30] RECEBIMENTO LOJA 0 - ID: 114, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 39
[2025-04-07 13:51:31] RECEBIMENTO LOJA 0 - ID: 116, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 0
[2025-04-07 13:51:31] RECEBIMENTO LOJA 0 - ID: 120, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 1
[2025-04-07 13:51:32] RECEBIMENTO LOJA 0 - ID: 122, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Loja: 2
[2025-04-07 13:51:33] RECEBIMENTO LOJA 0 - ID: 124, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 3
[2025-04-07 13:51:33] RECEBIMENTO LOJA 0 - ID: 126, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Loja: 4
[2025-04-07 13:51:34] RECEBIMENTO LOJA 0 - ID: 129, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 5
[2025-04-07 13:51:35] RECEBIMENTO LOJA 0 - ID: 132, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 6
[2025-04-07 13:51:36] RECEBIMENTO LOJA 0 - ID: 136, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Loja: 7
[2025-04-07 13:51:37] RECEBIMENTO LOJA 0 - ID: 139, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Loja: 8
[2025-04-07 13:51:37] RECEBIMENTO LOJA 0 - ID: 142, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Loja: 9
[2025-04-07 13:51:38] RECEBIMENTO LOJA 0 - ID: 144, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Loja: 10
[2025-04-07 13:51:39] RECEBIMENTO LOJA 0 - ID: 148, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Loja: 11
[2025-04-07 13:51:39] RECEBIMENTO LOJA 0 - ID: 149, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 12
[2025-04-07 13:51:40] RECEBIMENTO LOJA 0 - ID: 153, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Loja: 13
[2025-04-07 13:51:41] RECEBIMENTO LOJA 0 - ID: 155, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 14
[2025-04-07 13:51:41] RECEBIMENTO LOJA 0 - ID: 158, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Loja: 15
[2025-04-07 13:51:42] RECEBIMENTO LOJA 0 - ID: 159, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 16
[2025-04-07 13:51:43] RECEBIMENTO LOJA 0 - ID: 163, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 17
[2025-04-07 13:51:44] RECEBIMENTO LOJA 0 - ID: 168, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 18
[2025-04-07 13:51:44] RECEBIMENTO LOJA 0 - ID: 169, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira Loja: 19
[2025-04-07 13:51:45] RECEBIMENTO LOJA 0 - ID: 171, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 20
[2025-04-07 13:51:45] RECEBIMENTO LOJA 0 - ID: 174, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 21
[2025-04-07 13:51:46] RECEBIMENTO LOJA 0 - ID: 177, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 22
[2025-04-07 13:51:47] RECEBIMENTO LOJA 0 - ID: 180, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 23
[2025-04-07 13:51:48] RECEBIMENTO LOJA 0 - ID: 183, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Loja: 24
[2025-04-07 13:51:48] RECEBIMENTO LOJA 0 - ID: 186, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Loja: 25
[2025-04-07 13:51:49] RECEBIMENTO LOJA 0 - ID: 189, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 26
[2025-04-07 13:51:50] RECEBIMENTO LOJA 0 - ID: 192, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 27
[2025-04-07 13:51:50] RECEBIMENTO LOJA 0 - ID: 195, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 28
[2025-04-07 13:51:51] RECEBIMENTO LOJA 0 - ID: 197, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Loja: 29
[2025-04-07 13:51:52] RECEBIMENTO LOJA 0 - ID: 200, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Loja: 30
[2025-04-07 13:51:53] RECEBIMENTO LOJA 0 - ID: 203, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Loja: 31
[2025-04-07 13:51:53] RECEBIMENTO LOJA 0 - ID: 207, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 32
[2025-04-07 13:51:54] RECEBIMENTO LOJA 0 - ID: 210, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Loja: 33
[2025-04-07 13:51:55] RECEBIMENTO LOJA 0 - ID: 212, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 34
[2025-04-07 13:51:55] RECEBIMENTO LOJA 0 - ID: 215, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Loja: 35
[2025-04-07 13:51:56] RECEBIMENTO LOJA 0 - ID: 219, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 36
[2025-04-07 13:51:57] RECEBIMENTO LOJA 0 - ID: 220, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Loja: 37
[2025-04-07 13:51:58] RECEBIMENTO LOJA 0 - ID: 225, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 38
[2025-04-07 13:51:59] RECEBIMENTO LOJA 0 - ID: 228, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Loja: 39
[2025-04-07 13:52:00] RECEBIMENTO LOJA 0 - ID: 231, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 0
[2025-04-07 13:52:01] RECEBIMENTO LOJA 0 - ID: 235, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Loja: 1
[2025-04-07 13:52:01] RECEBIMENTO LOJA 0 - ID: 238, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 2
[2025-04-07 13:52:02] RECEBIMENTO LOJA 0 - ID: 243, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Loja: 3
[2025-04-07 13:52:03] RECEBIMENTO LOJA 0 - ID: 246, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Loja: 4
[2025-04-07 13:52:04] RECEBIMENTO LOJA 0 - ID: 249, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 5
[2025-04-07 13:52:05] RECEBIMENTO LOJA 0 - ID: 252, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 6
[2025-04-07 13:52:06] RECEBIMENTO LOJA 0 - ID: 255, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 7
[2025-04-07 13:52:06] RECEBIMENTO LOJA 0 - ID: 258, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 8
[2025-04-07 13:52:07] RECEBIMENTO LOJA 0 - ID: 261, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 9
[2025-04-07 13:52:07] RECEBIMENTO LOJA 0 - ID: 264, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 10
[2025-04-07 13:52:08] RECEBIMENTO LOJA 0 - ID: 265, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Loja: 11
[2025-04-07 13:52:09] RECEBIMENTO LOJA 0 - ID: 269, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 12
[2025-04-07 13:52:09] RECEBIMENTO LOJA 0 - ID: 272, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 13
[2025-04-07 13:52:10] RECEBIMENTO LOJA 0 - ID: 275, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 14
[2025-04-07 13:52:11] RECEBIMENTO LOJA 0 - ID: 278, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Loja: 15
[2025-04-07 13:52:12] RECEBIMENTO LOJA 0 - ID: 281, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Loja: 16
[2025-04-07 13:52:13] RECEBIMENTO LOJA 0 - ID: 284, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Loja: 17
[2025-04-07 13:52:14] RECEBIMENTO LOJA 0 - ID: 286, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Loja: 18
[2025-04-07 13:52:14] RECEBIMENTO LOJA 0 - ID: 289, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira Loja: 19
[2025-04-07 13:52:15] RECEBIMENTO LOJA 0 - ID: 292, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Loja: 20
[2025-04-07 13:52:16] RECEBIMENTO LOJA 0 - ID: 295, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 21
[2025-04-07 13:52:16] RECEBIMENTO LOJA 0 - ID: 297, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 22
[2025-04-07 13:52:17] RECEBIMENTO LOJA 0 - ID: 300, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 23
[2025-04-07 13:52:18] RECEBIMENTO LOJA 0 - ID: 303, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 24
[2025-04-07 13:52:18] RECEBIMENTO LOJA 0 - ID: 306, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Loja: 25
[2025-04-07 13:52:19] RECEBIMENTO LOJA 0 - ID: 309, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 26
[2025-04-07 13:52:20] RECEBIMENTO LOJA 0 - ID: 311, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Loja: 27
[2025-04-07 13:52:21] RECEBIMENTO LOJA 0 - ID: 314, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Loja: 28
[2025-04-07 13:52:21] RECEBIMENTO LOJA 0 - ID: 317, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Loja: 29
[2025-04-07 13:52:22] RECEBIMENTO LOJA 0 - ID: 319, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 30
[2025-04-07 13:52:23] RECEBIMENTO LOJA 0 - ID: 323, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Loja: 31
[2025-04-07 13:52:23] RECEBIMENTO LOJA 0 - ID: 326, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 32
[2025-04-07 13:52:24] RECEBIMENTO LOJA 0 - ID: 328, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Loja: 33
[2025-04-07 13:52:25] RECEBIMENTO LOJA 0 - ID: 330, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 34
[2025-04-07 13:52:26] RECEBIMENTO LOJA 0 - ID: 334, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Loja: 35
[2025-04-07 13:52:26] RECEBIMENTO LOJA 0 - ID: 337, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Loja: 36
[2025-04-07 13:52:27] RECEBIMENTO LOJA 0 - ID: 339, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 37
[2025-04-07 13:52:27] RECEBIMENTO LOJA 0 - ID: 342, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Loja: 38
[2025-04-07 13:52:28] RECEBIMENTO LOJA 0 - ID: 344, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Loja: 39
[2025-04-07 13:52:29] RECEBIMENTO LOJA 0 - ID: 349, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Loja: 0
[2025-04-07 13:52:30] RECEBIMENTO LOJA 0 - ID: 351, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Loja: 1
[2025-04-07 13:52:31] RECEBIMENTO LOJA 0 - ID: 356, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Loja: 2
[2025-04-07 13:52:31] RECEBIMENTO LOJA 0 - ID: 358, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Loja: 3
[2025-04-07 13:52:32] RECEBIMENTO LOJA 0 - ID: 361, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Loja: 4
[2025-04-07 13:52:33] RECEBIMENTO LOJA 0 - ID: 363, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 5
[2025-04-07 13:52:34] RECEBIMENTO LOJA 0 - ID: 368, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Loja: 6
[2025-04-07 13:52:35] RECEBIMENTO LOJA 0 - ID: 371, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Loja: 7
[2025-04-07 13:52:36] RECEBIMENTO LOJA 0 - ID: 375, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 8
[2025-04-07 13:52:36] RECEBIMENTO LOJA 0 - ID: 378, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Loja: 9
[2025-04-07 13:52:37] RECEBIMENTO LOJA 0 - ID: 381, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Loja: 10
[2025-04-07 13:52:38] RECEBIMENTO LOJA 0 - ID: 384, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Loja: 11
[2025-04-07 13:52:39] RECEBIMENTO LOJA 0 - ID: 387, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Loja: 12
[2025-04-07 13:52:40] RECEBIMENTO LOJA 0 - ID: 390, Tipo: SUV, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Loja: 13
[2025-04-07 13:52:40] RECEBIMENTO LOJA 0 - ID: 392, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 14
[2025-04-07 13:52:41] RECEBIMENTO LOJA 0 - ID: 395, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Loja: 15
[2025-04-07 13:52:42] RECEBIMENTO LOJA 0 - ID: 399, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 16
[2025-04-07 13:52:43] RECEBIMENTO LOJA 0 - ID: 403, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Loja: 17
[2025-04-07 13:52:44] RECEBIMENTO LOJA 0 - ID: 406, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Loja: 18
[2025-04-07 13:52:44] RECEBIMENTO LOJA 0 - ID: 408, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 19
[2025-04-07 13:52:45] RECEBIMENTO LOJA 0 - ID: 411, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Loja: 20
[2025-04-07 13:52:46] RECEBIMENTO LOJA 0 - ID: 415, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 21
[2025-04-07 13:52:46] RECEBIMENTO LOJA 0 - ID: 418, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Loja: 22
[2025-04-07 13:52:47] RECEBIMENTO LOJA 0 - ID: 421, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Loja: 23
[2025-04-07 13:52:48] RECEBIMENTO LOJA 0 - ID: 422, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Loja: 24
[2025-04-07 13:52:48] RECEBIMENTO LOJA 0 - ID: 426, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Loja: 25
[2025-04-07 13:52:49] RECEBIMENTO LOJA 0 - ID: 429, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Loja: 26
[2025-04-07 13:52:50] RECEBIMENTO LOJA 0 - ID: 432, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 27
[2025-04-07 13:52:51] RECEBIMENTO LOJA 0 - ID: 435, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Loja: 28
[2025-04-07 13:52:51] RECEBIMENTO LOJA 0 - ID: 437, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Loja: 29
[2025-04-07 13:52:52] RECEBIMENTO LOJA 0 - ID: 439, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Loja: 30
[2025-04-07 13:52:53] RECEBIMENTO LOJA 0 - ID: 443, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Loja: 31
[2025-04-07 13:52:54] RECEBIMENTO LOJA 0 - ID: 447, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Loja: 32
[2025-04-07 13:52:54] RECEBIMENTO LOJA 0 - ID: 449, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Loja: 33
[2025-04-07 13:52:55] RECEBIMENTO LOJA 0 - ID: 452, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Loja: 34
[2025-04-07 13:52:56] RECEBIMENTO LOJA 0 - ID: 456, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Loja: 35
[2025-04-07 13:52:57] RECEBIMENTO LOJA 0 - ID: 459, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 36
[2025-04-07 13:52:58] RECEBIMENTO LOJA 0 - ID: 462, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 37
[2025-04-07 13:52:59] RECEBIMENTO LOJA 0 - ID: 465, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 38
[2025-04-07 13:52:59] RECEBIMENTO LOJA 0 - ID: 468, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Loja: 39
[2025-04-07 13:53:00] RECEBIMENTO LOJA 0 - ID: 472, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 0
